Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat57,Intensity Rat58,Intensity Rat59,Intensity Rat60,Intensity Rat61,Intensity Rat62,Intensity Rat63,Intensity Rat64,Intensity Rat65,Intensity Rat66
O70535,LIFR_RAT,Leukemia inhibitory factor receptor,Lifr,3045070,1913320,4037180,3450600,2957610,2154080,2494850,1992770,4537880,3907200
O70536,SOAT1_RAT,Sterol O-acyltransferase 1,Soat1,2279140,3840110,3607410,4331570,5107710,3993840,5054640,3759680,10823900,11264400
O70593,SGTA_RAT,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Sgta,69234800,68133700,45713900,35097000,44883000,96607800,99732100,100398000,68852400,95130300
O70594,S22A5_RAT,Organic cation/carnitine transporter 2,Slc22a5,6387300,6757870,6228730,7407020,6621770,6868970,10237300,9088860,9182420,9081410
O70595,ABCB6_RAT,ATP-binding cassette sub-family B member 6,Abcb6,328524000,233166000,389743000,325768000,308477000,328663000,218077000,204782000,306023000,302756000
O70596,KCJ14_RAT,ATP-sensitive inward rectifier potassium channel 14,Kcnj14,,,,,,9935340,,,10133000,7099590
O70597,PX11A_RAT,Peroxisomal membrane protein 11A,Pex11a,7039370,4318650,7195300,4578860,3187840,4315100,3614170,4299470,2595850,
O70617,KCJ13_RAT,Inward rectifier potassium channel 13,Kcnj13,,3871130,,,1482290,1563840,1771080,685458,,
O88177,PEX12_RAT,Peroxisome assembly protein 12,Pex12,4019140,3972520,2468430,3355030,2968280,2942650,4101820,3536420,3015960,3251180
O88202,LPP60_RAT,60 kDa lysophospholipase,Aspg,38606200,55061900,15662800,20488400,38208900,27734100,37427800,22560100,30644100,49418500
O88279,SLIT1_RAT,Slit homolog 1 protein,Slit1,8075900,,21865100,,,,,,11788800,14299000
O88298,RHD_RAT,Blood group Rh(D) polypeptide,Rhd,,,,5067380,4248820,,,,12906000,5998420
O88339,EPN1_RAT,Epsin-1,Epn1,39028800,49816800,33212900,26427600,32052000,45498200,52410700,51257700,28338300,38121700
O88350,RBBP9_RAT,Serine hydrolase RBBP9,Rbbp9,46357300,64255200,27877000,25494900,31060400,56045400,55165100,53632800,31827800,37811900
O88370,PI42C_RAT,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Pip4k2c,38172300,44814900,32780600,29666900,31830900,40818100,41876000,41655500,36554400,41069800
O88377,PI42B_RAT,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,Pip4k2b,72843500,76421400,60647000,55205700,54506500,54570900,60429300,58861100,49604700,48090700
O88382,MAGI2_RAT,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",Magi2,10308400,10815300,7000470,7364540,7125270,9559400,10004800,9391830,9936510,9685220
O88387,FGD4_RAT,"FYVE, RhoGEF and PH domain-containing protein 4",Fgd4,3023710,3653600,2871020,2890350,2556900,2609150,3434770,2193550,3546420,4281700
O88407,LFG2_RAT,Protein lifeguard 2,Faim2,15375600,18949100,23560800,24866000,16352200,11559900,15142500,13868600,19758300,16316000
O88420,SCN8A_RAT,Sodium channel protein type 8 subunit alpha,Scn8a,12870000,14058600,16488200,19606800,15805200,13810400,15722200,14557600,20658700,18597300
O88453,SAFB1_RAT,Scaffold attachment factor B1,Safb,19315900,22616300,14661600,14589900,16870300,26205700,26243700,22066200,23360800,24484700
O88483,PDP1_RAT,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",Pdp1,20364500,22786500,19088300,19486100,17655600,20978000,22791400,19965300,18449900,22699800
O88484,PDP2_RAT,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial",Pdp2,,1688240,1381100,1175250,,1746020,1512570,974629,565265,898857
O88496,VKGC_RAT,Vitamin K-dependent gamma-carboxylase,Ggcx,3620090,4395980,3607500,4287580,6375160,2619060,5905800,2333880,5911930,6563920
O88506,STK39_RAT,STE20/SPS1-related proline-alanine-rich protein kinase,Stk39,129669000,135511000,118122000,121816000,116380000,111031000,124289000,117266000,91348900,100610000
O88563,MRP3_RAT,ATP-binding cassette sub-family C member 3,Abcc3,47191100,22063800,3038100,19566200,38657600,52925400,57857100,47161400,53903700,59520000
O88588,PACS1_RAT,Phosphofurin acidic cluster sorting protein 1,Pacs1,70270200,84132200,52204400,51595400,51013600,60613200,67152800,62313000,57329500,62493500
O88600,HSP74_RAT,Heat shock 70 kDa protein 4,Hspa4,334729000,384192000,216523000,167946000,190097000,298057000,333234000,334586000,123610000,166223000
O88637,PCY2_RAT,Ethanolamine-phosphate cytidylyltransferase,Pcyt2,64071800,72477800,49315800,34722500,39286600,61287600,59466000,64891500,26020800,31635100
O88656,ARC1B_RAT,Actin-related protein 2/3 complex subunit 1B,Arpc1b,23251500,25240400,23560800,20248100,27222300,20564400,24796500,18815000,25657600,28601600
O88658,KIF1B_RAT,Kinesin-like protein KIF1B,Kif1b,22287900,20686000,23786000,23611500,19907800,15782000,17431500,18174600,20936800,17439400
O88664,TAOK1_RAT,Serine/threonine-protein kinase TAO1,Taok1,17920100,17147600,12377800,11336200,13806900,17275200,18079200,17632400,14643100,17309300
O88751,CABP1_RAT,Calcium-binding protein 1,Cabp1,,2416040,,,,3200680,2385660,2744740,1204460,1678380
O88752,O88752_RAT,Globin b1,Hbe1,,,29149700,36192100,37789300,435758,,,23594000,26458300
O88753,O88753_RAT,Epsilon 2 globin,Hbe2,,,65738500,100633000,78619800,,,,113034000,76256700
O88761,PSMD1_RAT,26S proteasome non-ATPase regulatory subunit 1,Psmd1,89704200,93897600,85424000,76936000,80303200,74000100,96216800,83408500,91831900,96745700
O88763,PK3C3_RAT,Phosphatidylinositol 3-kinase catalytic subunit type 3,Pik3c3,23191300,27587100,21176100,20578600,21431900,22759700,29158700,26340000,21606700,23230300
O88764,DAPK3_RAT,Death-associated protein kinase 3,Dapk3,22013500,23847400,15110300,15327400,19499300,22805100,26156500,26170100,28660700,27764200
O88766,MMP8_RAT,Neutrophil collagenase,Mmp8,,,,1556830,,,,,7104770,4595190
O88767,PARK7_RAT,Parkinson disease protein 7 homolog,Park7,634354000,693176000,395090000,305154000,345166000,755816000,754749000,821072000,201599000,317996000
O88768,O88768_RAT,ArfGAP with dual PH domains 1,Adap1,52839900,74175200,79643800,47879700,48700000,61270500,93270900,70432200,52440400,59650500
O88775,EMB_RAT,Embigin,Emb,69079800,78590200,86185700,109300000,97902100,53398900,70492200,61025900,167153000,120309000
O88777,PSN2_RAT,Presenilin-2,Psen2,8415010,7714390,10207600,8179010,7934690,6028870,6683430,6696860,6286010,8258800
O88778,BSN_RAT,Protein bassoon,Bsn,85551500,84151100,26426300,85645200,68040000,99052600,118209000,95888500,31768500,70828200
O88788,AG10B_RAT,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase",Alg10b,7366670,7763980,5364260,5728340,6639190,5729110,6172660,5546750,7825360,8066450
O88794,PNPO_RAT,Pyridoxine-5'-phosphate oxidase,Pnpo,39356200,44198400,30321900,22702900,25318600,36123700,44258600,46267300,11675500,20381300
O88797,DAB2_RAT,Disabled homolog 2,Dab2,3063370,3476850,2677980,2221820,3384950,2914280,3788850,2193140,2139040,3241380
O88813,ACSL5_RAT,Long-chain-fatty-acid--CoA ligase 5,Acsl5,21986800,20079800,19910300,16883800,20078900,17481300,22742500,20073900,24817300,24375100
O88823,JTB_RAT,Protein JTB,Jtb,3802070,2312420,3885230,2133370,2173350,2098220,1668920,1575230,1437620,2496360
O88828,RPAB2_RAT,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Polr2f,3602230,4333830,,,3924560,3829000,5952530,4183980,6095780,4873290
O88831,KKCC2_RAT,Calcium/calmodulin-dependent protein kinase kinase 2,Camkk2,16152400,16638600,12022900,15246900,13161900,13198100,16308000,14221500,12967100,14240500
O88871,GABR2_RAT,Gamma-aminobutyric acid type B receptor subunit 2,Gabbr2,27772500,29001100,36239300,32591300,28901900,20569500,30360200,29578200,32581600,30027000
O88881,BEGIN_RAT,Brain-enriched guanylate kinase-associated protein,Begain,2719730,2621650,1945070,2213440,1525970,1446410,1911760,2146030,2204770,1432820
O88884,AKAP1_RAT,"A-kinase anchor protein 1, mitochondrial",Akap1,5719770,7859620,7401210,7248760,8283490,8392910,10246500,6919700,8500320,8712460
O88900,GRB14_RAT,Growth factor receptor-bound protein 14,Grb14,10833600,10319700,8793640,7338730,9238990,8707340,11920700,11141200,4633790,9924730
O88902,PTN23_RAT,Tyrosine-protein phosphatase non-receptor type 23 (Fragment),Ptpn23,41122000,43228100,29394000,26164000,30706400,37212800,41444200,39413200,24717800,31781700
O88917,AGRL1_RAT,Adhesion G protein-coupled receptor L1,Adgrl1,26003700,28065400,29809700,31368300,25639300,21835200,26461800,21966300,33782900,30903200
O88923,AGRL2_RAT,Adhesion G protein-coupled receptor L2,Adgrl2,60274500,69437700,67171000,65369400,63239200,37788200,39905900,39824300,51247500,70131400
O88941,MOGS_RAT,Mannosyl-oligosaccharide glucosidase,Mogs,42013900,42225000,44214600,47612200,49491400,38559200,49155200,41925500,56506100,61690800
O88943,KCNQ2_RAT,Potassium voltage-gated channel subfamily KQT member 2,Kcnq2,3186690,3511810,3233400,3739600,3206170,2747400,2753910,3067200,3280730,2980990
O88954,MPP3_RAT,MAGUK p55 subfamily member 3,Mpp3,10859800,12836500,10698300,7289900,9045940,9842590,10114000,9065380,10912500,12379700
O88989,MDHC_RAT,"Malate dehydrogenase, cytoplasmic",Mdh1,2354270000,2909890000,1351920000,1239370000,1386350000,2083180000,2214500000,2410250000,821376000,1093600000
O88994,MARC2_RAT,Mitochondrial amidoxime reducing component 2,Mtarc2,93741900,90882100,83750000,68632200,84285900,80212400,84555600,75934000,71065400,84735700
O88996,O88996_RAT,Bcl-2-like protein 2,Bcl2l2,24342500,31043600,26978300,22232100,26786100,25707800,31591800,31611100,24829000,31912900
O89035,DIC_RAT,Mitochondrial dicarboxylate carrier,Slc25a10,63456500,73122800,42508600,60979300,69647200,81933300,93618900,85972700,81327200,66939100
O89038;A0A096MJY4;Q2MJT0,MEF2A_RAT;MEF2C_RAT;MEF2D_RAT,Myocyte-specific enhancer factor 2C,Mef2d,,4527430,,,,,7161170,,,
O89046,COR1B_RAT,Coronin-1B,Coro1b,79467900,84235300,56801300,51217600,55432400,97176500,109181000,97200000,51149600,56585100
O89049,TRXR1_RAT,"Thioredoxin reductase 1, cytoplasmic",Txnrd1,72366000,84972400,58727000,45606300,55533200,78436500,77072300,76380700,25746600,45182500
P00159,CYB_RAT,Cytochrome b,Mt-cyb,32747200,29500200,13479300,23868400,25981400,27260100,33763800,22421900,34034300,24592300
P00173,CYB5_RAT,Cytochrome b5,Cyb5a,98846200,90550600,75476000,58234300,70270300,77867200,82185500,88086700,86388000,85342700
P00388,NCPR_RAT,NADPH--cytochrome P450 reductase,Por,228193000,218221000,232744000,207251000,226848000,232539000,270380000,257585000,269755000,303817000
P00406,COX2_RAT,Cytochrome c oxidase subunit 2,Mt-co2,1970600000,2076770000,737111000,1652820000,1711670000,2269340000,2671640000,1969660000,2642410000,1957720000
P00507,AATM_RAT,"Aspartate aminotransferase, mitochondrial",Got2,1088510000,1303960000,928479000,1003080000,800139000,1312620000,1581130000,1401050000,688809000,980443000
P00564,KCRM_RAT,Creatine kinase M-type,Ckm,143843000,34697400,57166300,27942900,55030900,60680200,99486700,84157800,39557500,42081900
P00697,LYSC1_RAT,Lysozyme C-1,Lyz1,5956950,6355960,37512500,14376200,20574000,6798390,14762100,4698830,22037900,34767700
P00786,CATH_RAT,Pro-cathepsin H,Ctsh,10559700,7587170,6717440,4755720,7632380,15166800,11849900,9499890,1827840,8043280
P00787,CATB_RAT,Cathepsin B,Ctsb,352127000,451880000,479244000,385988000,398952000,387817000,496055000,432730000,234837000,375108000
P01015,ANGT_RAT,Angiotensinogen,Agt,42379600,42038800,164211000,282783000,100007000,38738500,43919700,36669400,202318000,202788000
P01026,CO3_RAT,Complement C3,C3,27471200,28387900,410474000,582722000,291561000,25459800,69476100,20229400,600012000,526624000
P01041,CYTB_RAT,Cystatin-B,Cstb,197526000,263074000,152545000,127674000,161728000,233226000,229471000,230142000,95579300,148348000
P01048,KNT1_RAT,T-kininogen 1,Map1,11116400,8617550,94093900,174875000,59485900,11912100,23620500,6027680,103876000,112286000
P01134,TGFA_RAT,Protransforming growth factor alpha,Tgfa,6788050,5314900,6924000,2526610,4990840,5871670,6001970,6168160,4074820,7057180
P01237,PRL_RAT,Prolactin,Prl,188004000,149556000,137126000,104558000,118386000,133767000,133992000,153065000,96744700,91684400
P01346,IGF2_RAT,Insulin-like growth factor 2,Igf2,1636480,2534380,3970000,2412730,4356120,1033260,2216520,1031820,719807,1656480
P01830,THY1_RAT,Thy-1 membrane glycoprotein,Thy1,2256170000,1787810000,2645020000,1936730000,1954470000,1853880000,2046280000,1469420000,1086060000,1910950000
P01836,KACA_RAT,"Ig kappa chain C region, A allele",None,9014190,6018490,213357000,236029000,137072000,5144320,11327100,3493110,207130000,180378000
P01946,HBA_RAT,Hemoglobin subunit alpha-1/2,Hba1,790667000,313099000,21471400000,32945200000,24865600000,1600070000,1099110000,683276000,75025800000,52579300000
P02091,HBB1_RAT,Hemoglobin subunit beta-1,Hbb,749406000,338055000,21748400000,36749600000,28006800000,2422070000,1638360000,983083000,1.01978E+11,63250500000
P02401,RLA2_RAT,Large ribosomal subunit protein P2,Rplp2,162183000,126630000,87683600,97956500,100247000,274382000,283162000,259463000,302028000,363162000
P02454,CO1A1_RAT,Collagen alpha-1(I) chain,Col1a1,359459000,285274000,129268000,179330000,328565000,421463000,401293000,248505000,234120000,341670000
P02466,CO1A2_RAT,Collagen alpha-2(I) chain,Col1a2,258864000,182378000,89698100,109740000,226220000,297368000,269876000,131774000,142458000,206425000
P02523,CRBB1_RAT,Beta-crystallin B1,Crybb1,9228520,8283320,6394050,5546950,6768390,7994860,8545460,8783390,3779160,5877280
P02564,MYH7_RAT,Myosin-7,Myh7,73765900,10273500,9388870,,3368870,10626900,23819100,9062950,32592500,30676600
P02600,MYL1_RAT,"Myosin light chain 1/3, skeletal muscle isoform",Myl1,157816000,12755700,18030600,8727360,10769800,17361900,32126000,12444300,128493000,114443000
P02625,PRVA_RAT,Parvalbumin alpha,Pvalb,236483000,112094000,60405400,20022700,38409600,313108000,361327000,418109000,59908600,117863000
P02650,APOE_RAT,Apolipoprotein E,Apoe,141531000,152184000,354059000,469079000,301491000,112551000,133790000,109096000,743927000,524889000
P02651,APOA4_RAT,Apolipoprotein A-IV,Apoa4,6464420,,73177600,51266600,48626500,4996190,10416200,,190451000,106794000
P02680,FIBG_RAT,Fibrinogen gamma chain,Fgg,12544500,6817620,188016000,511507000,170368000,15117800,20463100,6311270,1383380000,382418000
P02683,NSG1_RAT,Neuronal vesicle trafficking-associated protein 1,Nsg1,,53678900,37000300,37715900,34380900,,,,48587600,
P02688,MBP_RAT,Myelin basic protein,Mbp,17924400000,25314900000,20762800000,19599500000,20094100000,23022200000,28762800000,24286000000,23292700000,25818200000
P02696,RET1_RAT,Retinol-binding protein 1,Rbp1,35539500,60890400,19913000,21902700,42491800,36659500,42072700,31945700,14375100,19671300
P02761,MUP_RAT,Major urinary protein,None,,,29699700,51240000,19503500,,,,18111300,28468400
P02764,A1AG_RAT,Alpha-1-acid glycoprotein,Orm1,14352900,3446270,93446700,155702000,39869000,14019300,24707300,9826070,119830000,134847000
P02767,TTHY_RAT,Transthyretin,Ttr,17731300,9494090,199760000,196415000,98981100,16903100,31196600,12043000,183604000,240887000
P02770,ALBU_RAT,Albumin,Alb,738112000,498606000,10035600000,11052800000,5802880000,661704000,1232010000,390286000,7045020000,9453710000
P02803,MT1_RAT,Metallothionein-1,Mt1,1361660,1441410,1871800,1145080,2036720,1515150,1521450,1405490,1007910,2245450
P03889,NU1M_RAT,NADH-ubiquinone oxidoreductase chain 1,Mt-nd1,38258600,39323900,13011700,24240200,27432000,32509500,37590000,31357100,36935500,29265200
P03994,HPLN1_RAT,Hyaluronan and proteoglycan link protein 1,Hapln1,59745300,89483100,48186500,84147000,55019000,90592400,88236400,64422500,69686000,72947100
P04041,GPX1_RAT,Glutathione peroxidase 1,Gpx1,46159200,56197500,66295400,83367300,75270400,39740300,52246900,46953400,135279000,105591000
P04094,PENK_RAT,Proenkephalin-A,Penk,17288700,19483900,14181400,8474950,10822600,22248100,24384400,19067000,12164500,13995700
P04157,PTPRC_RAT,Receptor-type tyrosine-protein phosphatase C,Ptprc,8276160,8515840,12949000,9683080,14084400,7821630,12463200,7820980,21462500,23250100
P04166,CYB5B_RAT,Cytochrome b5 type B,Cyb5b,120964000,115669000,86366500,91057300,96962500,93035100,94530200,90037500,108977000,91190100
P04177,TY3H_RAT,Tyrosine 3-monooxygenase,Th,6262520,4822090,6758530,3967240,5201990,6183820,6220000,6269820,2766440,4645240
P04182,OAT_RAT,"Ornithine aminotransferase, mitochondrial",Oat,68423900,79101000,49891200,51271200,56404300,61720700,71257200,60862700,31374900,48886100
P04218,OX2G_RAT,OX-2 membrane glycoprotein,Cd200,92503700,94803700,117478000,106042000,104941000,81370000,96343300,96104700,120827000,118993000
P04256,ROA1_RAT,Heterogeneous nuclear ribonucleoprotein A1,Hnrnpa1,96657500,112998000,66301300,52897200,56956000,107810000,109855000,100285000,45583600,64226600
P04276,VTDB_RAT,Vitamin D-binding protein,Gc,15856100,11315300,245439000,346280000,142604000,11224600,31816100,8211810,222829000,282048000
P04355,MT2_RAT,Metallothionein-2,Mt2,14451800,14822900,14876100,11681100,17713000,15799600,16735700,14118900,9323680,19676000
P04462,MYH8_RAT,Myosin-8 (Fragment),Myh8,44696500,3662940,9943530,,,3659470,11168200,,16812400,17838500
P04466,MYL11_RAT,Myosin regulatory light chain 11,Myl11,203884000,,12893000,,8010260,21524200,16236300,4086510,54013200,49089100
P04550,PTMS_RAT,Parathymosin,Ptms,34039800,52827300,22103600,18243800,21699400,40860400,55886100,51622500,14877900,18961000
P04631,S100B_RAT,Protein S100-B,S100b,2959730000,3031040000,1315520000,1235040000,1716670000,4676980000,4131380000,3976490000,1174090000,2042520000
P04636,MDHM_RAT,"Malate dehydrogenase, mitochondrial",Mdh2,2572330000,2930090000,2221410000,2210960000,1834950000,2453690000,2717230000,2506580000,1342020000,2040150000
P04638,APOA2_RAT,Apolipoprotein A-II,Apoa2,,,6239990,8535020,6825040,,2495580,,26355800,14537300
P04639,APOA1_RAT,Apolipoprotein A-I,Apoa1,20316000,9693680,294200000,287900000,174930000,10557600,28230300,6084880,792565000,381106000
P04642,LDHA_RAT,L-lactate dehydrogenase A chain,Ldha,328822000,368743000,235050000,188861000,219258000,301108000,327865000,318324000,151365000,187736000
P04644,RS17_RAT,Small ribosomal subunit protein eS17,Rps17,123190000,129791000,100604000,86671200,86946800,101833000,107292000,104980000,86035100,97784600
P04646,RL35A_RAT,Large ribosomal subunit protein eL33,Rpl35a,90593900,96817500,80391500,82433400,77893500,91976500,123392000,107488000,76978800,130151000
P04692,TPM1_RAT,Tropomyosin alpha-1 chain,Tpm1,477855000,398286000,410051000,282473000,326498000,307988000,289157000,261936000,264224000,270049000
P04762,CATA_RAT,Catalase,Cat,275642000,221335000,462916000,485343000,429628000,213084000,171333000,190743000,303868000,316850000
P04764,ENOA_RAT,Alpha-enolase,Eno1,2841080000,3382340000,1948790000,1451440000,1678700000,2726830000,2754900000,2836190000,921751000,1479860000
P04774,SCN1A_RAT,Sodium channel protein type 1 subunit alpha,Scn1a,22103400,23587100,21468900,24872500,21578200,21863000,25766800,21440500,31019800,29865800
P04775,SCN2A_RAT,Sodium channel protein type 2 subunit alpha,Scn2a,7509960,10269800,11024200,12593600,10078800,11516100,11764600,10176800,11815400,14445500
P04785,PDIA1_RAT,Protein disulfide-isomerase,P4hb,216419000,189987000,228570000,176952000,169194000,154804000,152356000,137412000,142621000,188546000
P04797,G3P_RAT,Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,4470540000,5273580000,3187830000,2899380000,3066980000,7754990000,9051460000,9364530000,5539690000,5762970000
P04897,GNAI2_RAT,Guanine nucleotide-binding protein G(i) subunit alpha-2,Gnai2,655249000,647112000,707838000,576794000,629806000,566191000,641201000,609741000,537326000,667154000
P04904,GSTA3_RAT,Glutathione S-transferase alpha-3,Gsta3,241314000,352216000,139935000,120612000,145556000,306836000,300473000,296752000,69352700,129330000
P04905,GSTM1_RAT,Glutathione S-transferase Mu 1,Gstm1,503690000,607301000,332899000,233170000,268243000,455089000,483369000,480714000,125598000,216950000
P04906,GSTP1_RAT,Glutathione S-transferase P,Gstp1,966712000,966946000,655860000,449553000,478720000,651295000,781926000,718080000,289092000,405031000
P04916,RET4_RAT,Retinol-binding protein 4,Rbp4,,,9330330,12782300,6844290,2693610,4400900,1587460,24722900,39036000
P04937,FINC_RAT,Fibronectin,Fn1,48444600,17369600,173800000,196461000,167952000,31966400,38300400,7739770,498190000,232308000
P04961,PCNA_RAT,Proliferating cell nuclear antigen,Pcna,60504000,68356500,47836300,33057400,50241300,54616000,70324100,50270300,21656400,50327300
P05065,ALDOA_RAT,Fructose-bisphosphate aldolase A,Aldoa,1440830000,1563140000,1116400000,884646000,953625000,1325200000,1580420000,1504520000,458965000,738219000
P05197,EF2_RAT,Elongation factor 2,Eef2,369640000,384880000,248582000,223782000,259359000,355634000,416822000,403995000,184910000,254835000
P05369,FPPS_RAT,Farnesyl pyrophosphate synthase,Fdps,104531000,90449000,57230900,37158100,50021500,66027300,68571500,85765200,32876700,36342400
P05370,G6PD_RAT,Glucose-6-phosphate 1-dehydrogenase,G6pdx,148162000,151083000,121412000,114649000,125294000,175437000,161292000,189962000,108648000,96675600
P05371,CLUS_RAT,Clusterin,Clu,42694400,45374600,112364000,110096000,88690900,33138700,38628600,34134400,156156000,134787000
P05426,RL7_RAT,Large ribosomal subunit protein uL30,Rpl7,144308000,159178000,371791000,232054000,240796000,116985000,204425000,146074000,313727000,353535000
P05503,COX1_RAT,Cytochrome c oxidase subunit 1,Mt-co1,67310500,84297000,39094800,68570800,95568700,129148000,133422000,94847600,147935000,146283000
P05504,ATP6_RAT,ATP synthase F(0) complex subunit a,Mt-atp6,,6058930,,,5791570,,4291240,3621720,,
P05505,COX3_RAT,Cytochrome c oxidase subunit 3,Mt-co3,39050300,50663000,19427000,26287100,34718200,34153000,53992400,42948800,27539800,23610700
P05508,NU4M_RAT,NADH-ubiquinone oxidoreductase chain 4,Mt-nd4,78041900,79951900,25808100,51623400,52008900,71311400,85667000,61254700,87062000,64059000
P05539,CO2A1_RAT,Collagen alpha-1(II) chain,Col2a1,3825780,7893810,1577070,,4237160,2994210,,6321640,1348490,3532130
P05544,SPA3L_RAT,Serine protease inhibitor A3L,Serpina3l,16414500,11621900,346310000,482505000,234706000,16463400,32398000,23344200,301882000,281482000
P05545,SPA3K_RAT,Serine protease inhibitor A3K,Serpina3k,16754800,11451800,246640000,358389000,185787000,14046000,26017900,8526030,308035000,272106000
P05696,KPCA_RAT,Protein kinase C alpha type,Prkca,64958500,67808100,60451400,54274100,64342800,56215100,58901200,60072300,59659900,60178000
P05708,HXK1_RAT,Hexokinase-1,Hk1,682589000,698306000,523937000,471878000,524056000,605440000,660513000,579454000,454489000,470197000
P05712,RAB2A_RAT,Ras-related protein Rab-2A,Rab2a,271463000,268987000,214347000,185585000,181326000,254634000,304752000,254800000,264247000,304286000
P05714,RAB4A_RAT,Ras-related protein Rab-4A,Rab4a,82934500,89602500,60305700,44005100,51171900,60975300,77432200,68579300,40120900,42260900
P05765,RS21_RAT,Small ribosomal subunit protein eS21,Rps21,341890000,321292000,256405000,236273000,265649000,496913000,564121000,560395000,139840000,282970000
P05942,S10A4_RAT,Protein S100-A4,S100a4,103874000,88152900,60180100,52239100,88823400,79224500,78793800,70779500,55521800,94949300
P05943,S10AA_RAT,Protein S100-A10,S100a10,85649600,108326000,52256500,33705300,70978800,128059000,129269000,105464000,106747000,132341000
P05964,S10A6_RAT,Protein S100-A6,S100a6,63799800,53834400,30464800,15187400,32579700,36196900,30088500,22588800,16313100,27417600
P05982,NQO1_RAT,NAD(P)H dehydrogenase [quinone] 1,Nqo1,83851300,95797900,55331200,41147600,54728700,82659500,87306500,92641200,29653100,44332400
P06214,HEM2_RAT,Delta-aminolevulinic acid dehydratase,Alad,59928500,60412400,47197700,36748800,37258900,60178900,68998500,66262800,24720500,32500900
P06238,A2MG_RAT,Alpha-2-macroglobulin,A2m,56051400,56041100,193570000,258894000,117973000,34213900,51313100,32569600,440566000,223310000
P06302,PTMA_RAT,Prothymosin alpha,Ptma,23424600,21589900,14564400,9297580,12958900,16156200,14786700,17049800,4001610,7181790
P06399,FIBA_RAT,Fibrinogen alpha chain,Fga,11786300,6096800,208784000,411588000,174318000,11771900,27809900,4780400,1037910000,280278000
P06536,GCR_RAT,Glucocorticoid receptor,Nr3c1,1171680,2001190,669452,745747,938564,1291100,1930250,2029390,1118520,1134230
P06685,AT1A1_RAT,Sodium/potassium-transporting ATPase subunit alpha-1,Atp1a1,1989360000,1845050000,1999450000,1489870000,1794700000,1571150000,1639020000,1714140000,1547670000,1789150000
P06686,AT1A2_RAT,Sodium/potassium-transporting ATPase subunit alpha-2,Atp1a2,10874300000,11401400000,9875980000,11082000000,9896850000,8702060000,11000500000,9947170000,11642900000,11678400000
P06687,AT1A3_RAT,Sodium/potassium-transporting ATPase subunit alpha-3,Atp1a3,4006520000,4045810000,3847840000,4039740000,3574380000,3726200000,4309770000,3991760000,4590210000,4954530000
P06757,ADH1_RAT,Alcohol dehydrogenase 1,Adh1,20200800,29390000,11118700,12330000,21152900,25321100,30879800,20641800,,13184400
P06760,BGLR_RAT,Beta-glucuronidase,Gusb,4097990,4578110,5399140,5189800,4560550,4562860,4824820,4070320,3461830,4888800
P06761,BIP_RAT,Endoplasmic reticulum chaperone BiP,Hspa5,1800760000,1836570000,1759680000,1555420000,1529710000,2280600000,2356130000,2172630000,1994250000,2321880000
P06762,HMOX1_RAT,Heme oxygenase 1,Hmox1,6236630,6994230,36377500,36374300,38808300,7026500,13466500,5121650,88010200,73198000
P06765,PLF4_RAT,Platelet factor 4,Pf4,,,71471900,97659100,69522600,,4388450,,632847000,141217000
P06766,DPOLB_RAT,DNA polymerase beta,Polb,270943,345185,,,168073,321120,306276,,158641,192360
P06866,HPT_RAT,Haptoglobin,Hp,31098100,28663700,132267000,133167000,261751000,23022500,102613000,24765700,714696000,582224000
P06907,MYP0_RAT,Myelin protein P0,Mpz,3389710000,7963830000,4496890000,3377890000,4970220000,6936160000,6010120000,8935620000,4647050000,5373690000
P07092,GDN_RAT,Glia-derived nexin,Serpine2,383301000,405796000,305066000,17140100,24204600,2442240000,2069210000,2552840000,1658700000,2381100000
P07150,ANXA1_RAT,Annexin A1,Anxa1,78316500,74187800,192461000,107082000,137591000,77090300,89468800,42999100,262698000,262882000
P07151,B2MG_RAT,Beta-2-microglobulin,B2m,33103000,24541000,29053600,31929200,31125700,33766000,48303200,33111100,55050600,59321300
P07153,RPN1_RAT,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,Rpn1,102779000,111082000,101202000,95893200,103427000,107172000,123568000,117899000,120753000,155474000
P07154,CATL1_RAT,Procathepsin L,Ctsl,,,,,,22070900,27191200,33021500,,8719630
P07171,CALB1_RAT,Calbindin,Calb1,19827500,19399200,14458500,5992100,6654070,22309300,25435000,25593700,7516340,10054700
P07308,ACOD1_RAT,Acyl-CoA desaturase 1,Scd1,50955500,40817400,48017000,37450600,32046700,30058400,31067100,37655300,18675800,29985000
P07314,GGT1_RAT,Glutathione hydrolase 1 proenzyme,Ggt1,242331000,286075000,296896000,218163000,285385000,16361100,20996500,24211200,18905600,24868200
