Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat57,Intensity Rat58,Intensity Rat59,Intensity Rat60,Intensity Rat61,Intensity Rat62,Intensity Rat63,Intensity Rat64,Intensity Rat65,Intensity Rat66
A0A8I5ZLV4,A0A8I5ZLV4_RAT,non-specific serine/threonine protein kinase,Map4k4,36540400,38422200,29922000,30998500,34837400,32549600,38080000,37441300,32445300,37433300
A0A8I5ZLW9;A0A8I6A5B2;A0A8I6A6Q3;A0A8I6AAJ9,A0A8I5ZLW9_RAT;A0A8I6A5B2_RAT;A0A8I6A6Q3_RAT;A0A8I6AAJ9_RAT,Ig-like domain-containing protein,ENSRNOG00000063672,,,,,,,,,887285,1750510
A0A8I5ZLY4,A0A8I5ZLY4_RAT,non-specific serine/threonine protein kinase,Stk38,21109100,18298900,12351400,9630620,13748600,15996100,14443500,14749000,10416600,12860900
A0A8I5ZLY7,A0A8I5ZLY7_RAT,TAP binding protein,Tapbp,17757100,27322100,36534100,35663200,49069000,25924900,34618100,24309800,53645200,63710300
A0A8I5ZM56,MA7D1_RAT,MAP7 domain-containing protein 1,Map7d1,28475300,31886500,20019900,23533100,20168500,28480400,35705000,31621400,16563300,18125600
A0A8I5ZM64,A0A8I5ZM64_RAT,RCC1 and BTB domain-containing protein 1,Rcbtb1,54591400,35329700,36777200,28680800,29150700,39426400,20053800,30224300,5391080,6943070
A0A8I5ZM79,A0A8I5ZM79_RAT,26S proteasome non-ATPase regulatory subunit 7,Psmd7,43041800,52130600,46645200,42968600,49187500,55768700,68020800,60714300,88044600,91041400
A0A8I5ZM80,A0A8I5ZM80_RAT,Armadillo-like helical domain containing 3,Armh3,9184740,11200200,8165280,6752560,8608780,9704910,9719790,11088100,9289740,10131300
A0A8I5ZMB0,A0A8I5ZMB0_RAT,NAC alpha domain containing,Nacad,15472100,17316400,12132100,13017700,12108200,15759200,19305800,17654000,10937000,13943600
A0A8I5ZMB4;D3ZCH6,A0A8I5ZMB4_RAT;D3ZCH6_RAT,"Ribonuclease T2, pseudogene 1",Rnaset2-ps1,,1444550,,,,1332260,2114680,2516810,,777946
A0A8I5ZMG6,A0A8I5ZMG6_RAT,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit,Ppp2r5e,55465100,64269300,47730300,44491500,46148700,50643100,56688200,52115200,46597500,51732500
A0A8I5ZMK5,A0A8I5ZMK5_RAT,ARFGEF family member 3,Arfgef3,36183300,34412300,46161000,45683500,41344900,32125000,36037000,35728000,51363800,55038700
A0A8I5ZMM2,A0A8I5ZMM2_RAT,Multifunctional protein CAD,Cad,61875500,63391600,38455700,62208000,69007000,68045500,84601000,76169200,82597400,85028500
A0A8I5ZMN0,A0A8I5ZMN0_RAT,Microfibrillar-associated protein 1A like 1,Mfap1al1,2176900,2439810,2682750,2708980,3093010,1698940,2500510,1856180,2749550,1953840
A0A8I5ZMR7,A0A8I5ZMR7_RAT,Vacuolar protein sorting 13 homolog C,Vps13c,72436900,60371500,61415900,64930400,47635000,63468200,80888600,59404300,62695100,528235000
A0A8I5ZMW1,A0A8I5ZMW1_RAT,Dmx-like 2,Dmxl2,162903000,186690000,159857000,164668000,146569000,158294000,198090000,178072000,165195000,191959000
A0A8I5ZMX5,A0A8I5ZMX5_RAT,TBC1 domain family member 1,Tbc1d1,9599120,12234000,9141140,10267200,11382000,13349500,15712000,12438700,13943300,14473600
A0A8I5ZN05,A0A8I5ZN05_RAT,Astrotactin 1,Astn1,4284040,3202680,4249750,1546040,2692380,31393100,21071700,22548600,58115100,87934700
A0A8I5ZN24,A0A8I5ZN24_RAT,Dehydrogenase/reductase 7,Dhrs7,44658100,46394400,46505100,46448200,47621000,38399900,42688100,37833700,48748800,48906000
A0A8I5ZN47,A0A8I5ZN47_RAT,Exosome RNA helicase MTR4,Mtrex,105276000,8838020,75155400,2951610,68334800,9353100,7787530,7267010,13645700,17293400
A0A8I5ZN89,A0A8I5ZN89_RAT,"Glutaryl-CoA dehydrogenase, mitochondrial",Gcdh,73937400,107573000,74013000,60458800,62098700,92813100,111256000,110128000,87448300,122708000
A0A8I5ZN92,A0A8I5ZN92_RAT,F-actin cross-linking protein,Actn2,6265930,1311930,1806200,,,1439700,2160910,446619,1219590,1750190
A0A8I5ZNC2,A0A8I5ZNC2_RAT,Transmembrane p24 trafficking protein family member 8,Tmed8,30155000,30719500,24681000,19966500,21528000,22135600,28911800,27229900,16322200,16643600
A0A8I5ZND3,A0A8I5ZND3_RAT,V-type proton ATPase subunit a,Tcirg1,9641820,10159500,11018600,8511470,10169600,11141000,14187000,9681220,13540600,17090700
A0A8I5ZNF1,A0A8I5ZNF1_RAT,Coatomer subunit alpha,Copa,68396300,75707600,55446600,55377600,63199800,65913800,86900100,67924400,60308500,73792400
A0A8I5ZNG4,A0A8I5ZNG4_RAT,"RPTOR independent companion of MTOR, complex 2",Rictor,8665380,9331260,5584850,7048470,8104570,9096880,9775800,8144430,7478800,8059750
A0A8I5ZNK2,OXSR1_RAT,Serine/threonine-protein kinase OSR1,Oxsr1,32949800,34666400,27171200,24963100,30805500,39224700,37203700,36345300,33443800,36648000
A0A8I5ZNR8,A0A8I5ZNR8_RAT,Dedicator of cytokinesis protein 4,Dock4,153447000,133711000,105584000,93027900,101051000,90954200,120293000,108591000,88042100,78698400
A0A8I5ZNR9,A0A8I5ZNR9_RAT,Netrin-G1,Ntng1,6813630,6393650,9302550,7544770,6000330,7071120,6818740,5709890,4863450,7388340
A0A8I5ZNT3,A0A8I5ZNT3_RAT,GDH/6PGL endoplasmic bifunctional protein,H6pd,6557250,6517800,6106940,6848510,8282520,7097030,8990820,7644220,10881700,10881700
A0A8I5ZNY0,A0A8I5ZNY0_RAT,AVL9 cell migration associated,Avl9,18220300,19257000,18532300,16763200,18261200,21788100,23652400,23823400,15629400,31991700
A0A8I5ZP12,A0A8I5ZP12_RAT,Protein argonaute-1,Ago1,57880100,107759000,22774200,125991000,88768000,91157400,115643000,105557000,16926800,18786200
A0A8I5ZP60,A0A8I5ZP60_RAT,SNW domain-containing protein 1,Snw1,23329100,23769000,19998800,16835900,26243000,32126200,41410300,31574400,33544900,34653700
A0A8I5ZP70,A0A8I5ZP70_RAT,Target of myb1 like 2 membrane trafficking protein,Tom1l2,105455000,115431000,97187700,76375500,92527200,105000000,127147000,119445000,67754800,99768000
A0A8I5ZP83,A0A8I5ZP83_RAT,Charged multivesicular body protein 4B,Chmp4b,106898000,110171000,97873300,69411800,74847300,76074600,80299800,86388500,50169800,61967300
A0A8I5ZPB5,A0A8I5ZPB5_RAT,Vav guanine nucleotide exchange factor 3,Vav3,1333630,1777350,1180490,1247380,1330530,1261720,1520980,1106070,1724810,1796570
A0A8I5ZPF8,A0A8I5ZPF8_RAT,Ubiquitin carboxyl-terminal hydrolase 25,Usp25,7848060,6254320,4067540,4939310,5820210,6949390,7282070,7579030,6722670,6366630
A0A8I5ZPH5,A0A8I5ZPH5_RAT,Phosphoinositide phospholipase C,Plch2,15361100,13236800,11159300,9162380,18657100,13333700,13665300,14058200,9383510,9557460
A0A8I5ZPJ9,A0A8I5ZPJ9_RAT,U3 small nucleolar RNA-associated protein 18 homolog,Utp18,,313581,346387,273461,385516,,393889,388534,533165,607234
A0A8I5ZPK8,A0A8I5ZPK8_RAT,Serine/threonine-protein phosphatase 4 regulatory subunit 4,Ppp4r4,12916200,13410600,10203100,8455750,10275800,10331200,10715300,12102100,8559840,9233060
A0A8I5ZPV1,A0A8I5ZPV1_RAT,"TBC1 domain family, member 22a",Tbc1d22a,14649000,17825800,,10200800,12123300,12145600,15777600,13272600,16990200,13595000
A0A8I5ZPZ9,A0A8I5ZPZ9_RAT,Serine/threonine-protein phosphatase 2A activator,Ptpa,154068000,172222000,110765000,76197000,76770700,135309000,131071000,117077000,70401600,79041300
A0A8I5ZQ14,A0A8I5ZQ14_RAT,AFG3 (ATPase family gene 3)-like 1,Afg3l1,11819200,13066800,10290400,10319200,11319800,7736220,11141800,8978390,10112500,8949880
A0A8I5ZQ24,A0A8I5ZQ24_RAT,V-type proton ATPase subunit H,Atp6v1h,214852000,243083000,213949000,187893000,188528000,212014000,261846000,243813000,191292000,247658000
A0A8I5ZQ75,A0A8I5ZQ75_RAT,Calmin,Clmn,21202900,20956100,22139700,15733100,14938700,16238000,19895800,19230100,18121500,19524600
A0A8I5ZQD2,A0A8I5ZQD2_RAT,B-TFIID TATA-box binding protein associated factor 1,Btaf1,,4853110,4600030,,,2790710,3109660,2988300,2099100,2305770
A0A8I5ZQD4,A0A8I5ZQD4_RAT,Dystonin,Dst,85596000,86449600,83369200,76080100,77388000,74011100,86387700,90502800,74599800,82201000
A0A8I5ZQE4,A0A8I5ZQE4_RAT,Transcription elongation factor SPT5,Supt5h,13934500,16473000,8506120,8939990,10875000,12570000,14185400,13704100,10869900,11979300
A0A8I5ZQF6,A0A8I5ZQF6_RAT,"Ribosomal protein L10, pseudogene 14",Rpl10-ps14,91974800,95538700,72776400,59520600,59818400,59793400,78469800,73185400,61671400,77771000
A0A8I5ZQG0,A0A8I5ZQG0_RAT,SEC14-like protein 1,Sec14l1,17615700,19210300,8615940,7960280,8866990,10826500,12312800,11711700,11839700,14002000
A0A8I5ZQK2;A0A8I6A4Y0;F1M6L8,A0A8I5ZQK2_RAT;A0A8I6A4Y0_RAT;F1M6L8_RAT,Translation machinery associated 7 homolog,Tma7,55448000,47239100,37561000,34281600,36562700,54356500,46886700,46099000,10357500,19121300
A0A8I5ZQL5,A0A8I5ZQL5_RAT,"Isobutyryl-CoA dehydrogenase, mitochondrial",Acad8,141075000,141300000,92869600,105156000,106511000,114995000,158676000,130936000,127027000,115433000
A0A8I5ZQM2,A0A8I5ZQM2_RAT,Dystrobrevin,Dtna,62565800,72993800,54363900,40996600,45518900,47254200,57700000,51670100,34472200,42584300
A0A8I5ZQP0,A0A8I5ZQP0_RAT,HECT-type E3 ubiquitin transferase,Hecw1,7285610,9011660,5409800,6210860,5855230,6331400,9082360,6471740,5752910,5615870
A0A8I5ZQP3,A0A8I5ZQP3_RAT,Phospholipid-transporting ATPase,Atp8a2,21110600,21866600,33196800,33450300,27894600,18212300,21933800,18729400,33496600,33978600
A0A8I5ZQP6,A0A8I5ZQP6_RAT,"Heat shock protein 90 alpha family class A member 1, pseudogene 16",Hsp90aa1-ps16,12050800,24020900,6112490,,4551260,32725600,35657900,,,
A0A8I5ZQQ3,A0A8I5ZQQ3_RAT,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",Pdpr,49803900,53084300,38252600,47168200,38338500,52173000,59300400,49578300,38972300,53078200
A0A8I5ZQQ9,A0A8I5ZQQ9_RAT,"Adenylate kinase 2, mitochondrial",Ak2-ps3,7302210,9151550,10388400,7010940,6080590,5093960,6446810,7159970,4989690,6618790
A0A8I5ZQT5,A0A8I5ZQT5_RAT,Formin-2,Fmn2,17372600,14792100,14397800,10913200,11056000,11736500,4655880,7366140,5195990,7443810
A0A8I5ZQU7,A0A8I5ZQU7_RAT,Caspase 7,Casp7,828956,1103580,893261,620883,855841,821199,1025440,852409,255548,569755
A0A8I5ZQV3,A0A8I5ZQV3_RAT,Kirre like nephrin family adhesion molecule 3,Kirrel3,,4122170,7297120,,,,4132460,2990450,3990120,3691020
A0A8I5ZQW6,A0A8I5ZQW6_RAT,non-specific serine/threonine protein kinase,Ksr1,38996400,38895300,31752500,39092300,39071000,44152800,47695000,46213300,42753200,36588200
A0A8I5ZQX2,A0A8I5ZQX2_RAT,U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase,Mettl16,,,,,,2472040,780705,1038270,,2258960
A0A8I5ZQZ1,A0A8I5ZQZ1_RAT,Nuclear FMR1 interacting protein 2,Nufip2,8474810,7522110,3143850,,,,2850310,4896920,,
A0A8I5ZR20,A0A8I5ZR20_RAT,RING-type E3 ubiquitin transferase,Rc3h1,,,,,,,6835420,5889990,,
A0A8I5ZR43,A0A8I5ZR43_RAT,Interferon regulatory factor 2 binding protein 2,Irf2bp2,,,,,,732787,692035,639836,,
A0A8I5ZR57,A0A8I5ZR57_RAT,"Family with sequence similarity 168, member A",Fam168a,2144700,3127210,1869130,2366200,,5148200,6024130,6277240,6526360,5782910
A0A8I5ZR95,A0A8I5ZR95_RAT,Oxysterol-binding protein,Osbp2,12260700,12741500,13138800,9935440,13721900,12060000,18071100,18198500,8284510,12654800
A0A8I5ZRD0,A0A8I5ZRD0_RAT,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Ankrd28,41849000,41603700,42926400,42754200,43527600,38656000,52710500,51785600,56658000,63689800
A0A8I5ZRG0,A0A8I5ZRG0_RAT,Proteasome subunit beta type-3,ENSRNOG00000070269,20326700,24442500,21681300,15135900,15892700,7577820,6913140,6838260,,4143780
A0A8I5ZRN3,A0A8I5ZRN3_RAT,Nebulin,Neb,155627000,,,,,,,,,
A0A8I5ZRQ9,A0A8I5ZRQ9_RAT,AKT1 substrate 1,Akt1s1,9351480,9818120,9460280,8722020,9779730,10254400,10880400,10753200,6989460,9113300
A0A8I5ZRS3,A0A8I5ZRS3_RAT,"SLAIN motif family, member 1",Slain1,5917910,6562570,4421340,2398100,5085640,7277610,8219210,7975150,6292650,6348470
A0A8I5ZRT6,A0A8I5ZRT6_RAT,Dedicator of cytokinesis 2,Dock2,7617370,7400760,7699950,6718850,9181220,7447400,10925800,7776610,12774600,13025300
A0A8I5ZRW0;A0A8I6AAH0,A0A8I5ZRW0_RAT;A0A8I6AAH0_RAT,Small nuclear ribonucleoprotein G,Snrpg,11115600,13883400,11863500,13109800,14267500,11964000,17083200,14586600,25087200,20319500
A0A8I5ZS17,A0A8I5ZS17_RAT,Sorting nexin 25,Snx25,3682770,4217310,3759680,3934920,3152720,3355780,3964440,4082530,4258400,3871180
A0A8I5ZS25;A0A8I5ZWC4,A0A8I5ZS25_RAT;A0A8I5ZWC4_RAT,Ig-like domain-containing protein,ENSRNOG00000065055,,,,,,,,,1927050,770775
A0A8I5ZS67,A0A8I5ZS67_RAT,GRB10 interacting GYF protein 2,Gigyf2,5537900,8685610,2795140,5251790,4618530,7065090,7056510,6806020,5760810,6945130
A0A8I5ZS69,A0A8I5ZS69_RAT,Sorting nexin,Snx6,50582500,49751200,46273700,33907700,42403000,41624000,44652000,46765800,31843100,43528700
A0A8I5ZS95,A0A8I5ZS95_RAT,Ran-binding protein 3,Ranbp3,24077600,28026300,14677900,7007500,10089700,18185100,21805400,22311400,6058630,8547300
A0A8I5ZSB0,A0A8I5ZSB0_RAT,Interferon gamma induced GTPase,Igtp,14954900,15228800,30518100,21475200,22556700,8723540,14684700,11006000,23480300,33004600
A0A8I5ZSJ2,A0A8I5ZSJ2_RAT,RRM domain-containing protein,Pabpc1l2b,6467200,6421710,4182360,5027800,4626130,6693820,11059100,8435990,7893390,7808380
A0A8I5ZSK4,A0A8I5ZSK4_RAT,Melanoma inhibitory activity protein 2,Mia2,14328700,14500000,14464900,12643000,13155100,11458700,13691000,12202800,11470400,12928100
A0A8I5ZSR6,A0A8I5ZSR6_RAT,Trafficking kinesin protein 1,Trak1,1642390,1885040,1263170,1598970,,,,1224860,925174,829604
A0A8I5ZT10,A0A8I5ZT10_RAT,CCM2 scaffold protein,Ccm2,13236700,13359300,12724300,12414300,11896900,15301600,17497700,17075900,20291400,19299500
A0A8I5ZT32,A0A8I5ZT32_RAT,Guanylate kinase,Guk1,51988400,50847100,32528900,35029900,34843200,55965300,51006000,57281900,36953400,42311800
A0A8I5ZT44,A0A8I5ZT44_RAT,TLC domain containing 3A,Tlcd3a,16148700,12242400,6846650,7280930,6943920,8027290,11657400,11243400,3299020,6707250
A0A8I5ZT87,A0A8I5ZT87_RAT,Myc binding protein,Mycbp,13588100,14118000,12619300,13026000,13356200,15674900,13370600,14026900,13131900,14470700
A0A8I5ZT91,A0A8I5ZT91_RAT,Thioredoxin-related transmembrane protein 1,Tmx1,58912700,61343400,64669000,62887100,63069000,46479700,57177600,53682100,65348800,70050400
A0A8I5ZTA3,A0A8I5ZTA3_RAT,Protein transport protein sec16,Sec16a,22121900,23611000,18388700,13828700,17174200,19433100,23083400,19712000,16635100,17986800
A0A8I5ZTB8,A0A8I5ZTB8_RAT,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR2",Mtmr2,83760900,86982600,74544000,62699400,69791200,93691500,96827300,105605000,69922100,93308900
A0A8I5ZTH4,A0A8I5ZTH4_RAT,FRY like transcription coactivator,Fryl,119989000,112565000,89619800,87638300,98244500,98464900,124673000,102298000,88446700,86072500
A0A8I5ZTL7,A0A8I5ZTL7_RAT,Phospholipid-transporting ATPase,Atp11a,12752900,13595500,12238100,12739800,12474700,10454500,11516900,10714900,10522700,12027600
A0A8I5ZTN5,A0A8I5ZTN5_RAT,Adenylosuccinate lyase,Adsl,33066300,50522500,22086800,22088400,27777900,222572000,252766000,264745000,205983000,214155000
A0A8I5ZTQ0,A0A8I5ZTQ0_RAT,Myeloid-derived growth factor,Mydgf,33155300,32436000,28457400,24600300,25279100,33229800,36253500,41577200,12958600,20505000
A0A8I5ZTW5,A0A8I5ZTW5_RAT,TLC domain containing 3B,Tlcd3b,38671100,42781400,14757900,14447600,16240900,38369200,46990500,38436600,7441540,14195600
A0A8I5ZTW6,A0A8I5ZTW6_RAT,Golgi-associated PDZ and coiled-coil motif-containing protein,Gopc,13562300,12705000,11079200,10673800,13245900,11730900,13221800,13040800,10312500,11523100
A0A8I5ZTX1,A0A8I5ZTX1_RAT,Pleckstrin homology domain containing A2,Plekha2,4424660,3207770,3359910,3521690,5450910,3290340,2909790,4017280,3937280,3355360
A0A8I5ZTX2,A0A8I5ZTX2_RAT,Coiled-coil domain containing 88C,Ccdc88c,43928200,55791300,57232300,40337400,46506800,32283300,47208800,51141900,33732700,40807300
A0A8I5ZU33,A0A8I5ZU33_RAT,BRCA1-associated protein,Brap,1130210,1284900,468234,553604,726772,1133420,1228820,1183990,716087,673108
A0A8I5ZU41,A0A8I5ZU41_RAT,Alpha-amylase,Amy1,,,1632670,1864440,3540370,,,,1266430,2330090
A0A8I5ZU42,A0A8I5ZU42_RAT,THIF-type NAD/FAD binding fold domain-containing protein,ENSRNOG00000064024,24851500,32566300,25212200,19601200,23317400,22160600,29571900,25146000,20264900,31867400
A0A8I5ZU57,A0A8I5ZU57_RAT,Cyclin Y,Ccny,44400300,37981400,30532200,24840800,28690500,41998600,37113600,36342000,23353400,25154100
A0A8I5ZU67,A0A8I5ZU67_RAT,DmX-like protein 1,Dmxl1,13714200,15018700,11670700,12887100,13747200,12531400,16488300,13396600,15004300,15148000
A0A8I5ZU78,A0A8I5ZU78_RAT,leucine--tRNA ligase,Lars2,20577400,20852200,4950500,5530210,12453100,17535000,20059300,8625190,21811700,4182720
A0A8I5ZU81,A0A8I5ZU81_RAT,Ferritin,Fth1-ps5,6442540,5346850,5796500,7903960,8352740,7317360,4976220,7235050,11571900,6652220
A0A8I5ZU98,A0A8I5ZU98_RAT,Oxysterol-binding protein,Osbpl5,9435880,14498500,8252130,9666400,12352500,10783200,12547400,9893020,13735700,14811400
A0A8I5ZU99,A0A8I5ZU99_RAT,Protein phosphatase 1L,Ppm1l,6751520,8345680,6520130,7653500,7635660,7845140,10153200,9170420,11374500,12985100
A0A8I5ZUD8,A0A8I5ZUD8_RAT,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",Slc30a9,117786000,127280000,87937500,102976000,100555000,89536100,101487000,95392100,110705000,104593000
A0A8I5ZUE7,A0A8I5ZUE7_RAT,Zinc finger CCCH-type containing 7B,Zc3h7b,21803200,22169100,11842900,7332160,7540160,5384970,26077500,23689400,8594200,10034100
A0A8I5ZUI1,A0A8I5ZUI1_RAT,Ras-specific guanine nucleotide-releasing factor RalGPS1,Ralgps1,5314630,3877470,3721760,3476450,4372080,4103380,5142420,4399320,3937480,5677710
A0A8I5ZUI2,A0A8I5ZUI2_RAT,Anoctamin,Ano10,50571500,51106600,45440500,44524900,48551800,44434300,51584100,47321800,49985800,60470400
A0A8I5ZUN3,A0A8I5ZUN3_RAT,Titin,Ttn,120101000,,80602000,136267000,105631000,,,,24139800,22378500
A0A8I5ZUS1,A0A8I5ZUS1_RAT,Mitogen-activated protein kinase kinase kinase 4,Map3k4,15594800,26025000,12969200,7297900,12673100,35792700,29322800,15622700,30847400,25436500
A0A8I5ZUT2,A0A8I5ZUT2_RAT,Immunity-related GTPase Q,Irgq,273627000,159947000,74042300,59033400,326338000,77253500,88357500,86900900,67573900,246945000
A0A8I5ZUU2,A0A8I5ZUU2_RAT,pantothenate kinase,Pank1,,7522480,,5446590,5276400,,6204120,6411410,,4303210
A0A8I5ZV13,A0A8I5ZV13_RAT,eEF1A lysine and N-terminal methyltransferase,Mettl13,27176400,36770600,5155640,9337620,10713000,18460500,23368900,11836000,8840930,12436000
A0A8I5ZV26,A0A8I5ZV26_RAT,Stomatin,Stom,12247400,12413800,42585600,51301500,52772700,15723400,15327400,9193570,141330000,82419800
A0A8I5ZV31,A0A8I5ZV31_RAT,Phospholipid-transporting ATPase,Atp11c,4476910,5291390,3297980,3283280,3004260,2025730,2545340,2992540,4315910,4801010
A0A8I5ZV49,A0A8I5ZV49_RAT,Filamin A,Flna,757388000,1154840000,1164980000,1059960000,1472870000,1005270000,1336540000,858215000,2412930000,1859560000
A0A8I5ZV52,A0A8I5ZV52_RAT,"Hemoglobin subunit epsilon 1 like, pseudogene 1",Hbe1l-ps1,,,12787200,17797500,,,,,,
A0A8I5ZV55,A0A8I5ZV55_RAT,ArfGAP with FG repeats 2,Agfg2,9424100,9727130,6233070,5832250,6800390,10196700,10994400,10329000,4607290,4681660
A0A8I5ZV64,A0A8I5ZV64_RAT,OCIA domain containing 2,Ociad2,4441390,3624400,1998870,2940510,3703270,3286860,4240920,4099540,3003270,3555510
A0A8I5ZV67,A0A8I5ZV67_RAT,Early endosome antigen 1,Eea1,39254300,45210400,29044400,27186900,26224100,40707300,42287100,40413300,25704700,30180300
A0A8I5ZV77,A0A8I5ZV77_RAT,Alpha-ketoglutarate dehydrogenase subunit 4,Kgd4,57823700,61266300,59025500,59420000,46519700,49782200,48865200,45403200,47275200,53025600
A0A8I5ZVC4,A0A8I5ZVC4_RAT,Inter-alpha-trypsin inhibitor heavy chain 2,Itih2,9963830,7144070,68780500,92806700,65636200,6276340,27530400,6867240,120823000,128962000
A0A8I5ZVE3,A0A8I5ZVE3_RAT,Ephrin type-B receptor 3,Ephb3,,,,,,2951100,3533950,2501690,,3008160
A0A8I5ZVG4,A0A8I5ZVG4_RAT,cyclin-dependent kinase,Cdkl4,14086700,,,,,9966560,,,,
A0A8I5ZVG9,A0A8I5ZVG9_RAT,AP complex subunit sigma,Ap1s2,38772800,43400400,26649900,21028900,23746000,35217400,37688400,34941100,23424400,31010200
A0A8I5ZVI3,A0A8I5ZVI3_RAT,Pre-mRNA-processing factor 40 homolog A,Prpf40a,6778200,8753390,6260440,5945500,6358620,6097620,8241890,6758480,8791360,9059560
A0A8I5ZVK3,A0A8I5ZVK3_RAT,Ubiquitin carboxyl-terminal hydrolase 34,Usp34,2354830,2275330,1317120,1824060,1744050,1440190,1533130,1477480,1524460,1638480
A0A8I5ZVN3;D3ZPH0;D3ZPN7;M0R5R7,A0A8I5ZVN3_RAT;D3ZPH0_RAT;D3ZPN7_RAT;M0R5R7_RAT,Large ribosomal subunit protein eL21,ENSRNOG00000064901,43922500,45957800,78889900,57186800,58767000,61676100,88558400,67524000,55673200,78528800
A0A8I5ZVT2,A0A8I5ZVT2_RAT,Fibronectin type-III domain-containing protein 3A,Fndc3a,11651300,12761900,10653400,10257400,11185300,9310890,13306400,10902800,11211000,12375500
A0A8I5ZVU1,A0A8I5ZVU1_RAT,Uridine-cytidine kinase,Uckl1,37062600,37738400,29135600,30982500,29692800,28094900,32363800,31257800,33912800,37028800
A0A8I5ZVV7,A0A8I5ZVV7_RAT,Uncharacterized protein,ENSRNOG00000068286,,,,,,,,,11797600,22639600
A0A8I5ZVV8,A0A8I5ZVV8_RAT,Actin-binding LIM protein 1,Ablim1,21560100,26434000,21174400,24062000,22050100,26769800,22914800,23219800,20922100,20746200
A0A8I5ZVW2,A0A8I5ZVW2_RAT,Kinesin family member 16B,Kif16b,,20937600,,,,,,,,
A0A8I5ZVX1,A0A8I5ZVX1_RAT,PPFIA binding protein 2,Ppfibp2,2439730,2561150,1790190,1705080,2374330,2298180,2717440,2617770,1628600,2388750
A0A8I5ZVY2,A0A8I5ZVY2_RAT,Small ribosomal subunit protein bS6m,Mrps6,9180760,12167100,12693200,11737200,10407500,8388890,10459200,9796990,15260500,15581700
A0A8I5ZVY6,A0A8I5ZVY6_RAT,RAD50-interacting protein 1,Rint1,9594940,10267100,9440270,11085800,11360300,8097430,8664020,6770540,8466650,10449100
A0A8I5ZW20,A0A8I5ZW20_RAT,Ubiquitin domain containing 2,Ubtd2,517796,416983,820732,336154,540273,362293,402051,264519,184146,414999
A0A8I5ZW24,A0A8I5ZW24_RAT,Coiled coil domain containing 88A,Ccdc88a,58865600,60266000,58039500,43181800,45690400,45399500,50078800,50665000,32896700,43515600
A0A8I5ZW32,A0A8I5ZW32_RAT,Large ribosomal subunit protein eL33,ENSRNOG00000070978,,,,,,,,,1823430,
A0A8I5ZW56,A0A8I5ZW56_RAT,C-type lectin domain containing 16A,Clec16a,5592850,5747090,8262010,6514350,7644370,4684850,6434430,6275110,4580070,6646880
A0A8I5ZW76,A0A8I5ZW76_RAT,"TBC1 domain family, member 22B",Tbc1d22b,93799500,108294000,37768800,79337300,74108600,105124000,114913000,127259000,41230700,68868300
A0A8I5ZWC6,A0A8I5ZWC6_RAT,Importin subunit alpha,Kpna3,53316000,52399000,43787200,37032500,45382500,44191400,48156700,46686100,43299700,53303000
A0A8I5ZWF0,A0A8I5ZWF0_RAT,Phosphorylase b kinase regulatory subunit,Phka2,57389100,50311400,50003000,60692500,66191300,47365700,46796400,58932800,67701800,75848300
A0A8I5ZWF3,A0A8I5ZWF3_RAT,Large ribosomal subunit protein uL11 C-terminal domain-containing protein,ENSRNOG00000068086,8428630,4467760,5675660,3603950,5237910,5040930,4531690,4656720,4131310,6284030
A0A8I5ZWI8,A0A8I5ZWI8_RAT,Mitochondrial import inner membrane translocase subunit TIM14,Dnajc19,15010300,19084600,17066200,17857800,18457200,12534000,16439600,15183700,19162800,19096000
A0A8I5ZWK4,A0A8I5ZWK4_RAT,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),ENSRNOG00000068856,34654700,46753200,33926200,30595200,35487700,74070600,80547000,74455400,34288800,43987900
A0A8I5ZWK9,A0A8I5ZWK9_RAT,"Translation initiation factor IF-3, mitochondrial",Mtif3,,3705700,2850110,2716570,2999220,2459290,3485920,2860100,2809040,2957120
A0A8I5ZWM5,A0A8I5ZWM5_RAT,Tr-type G domain-containing protein,ENSRNOG00000062828,,,,,,,373558000,316815000,,
A0A8I5ZWM6,A0A8I5ZWM6_RAT,RAS protein activator like 2,Rasal2,12365800,14006700,11310400,11580200,13624400,12299600,14642200,16013700,12150600,14000700
A0A8I5ZWM9,A0A8I5ZWM9_RAT,Vacuolar protein sorting-associated protein 41 homolog,Vps41,123600000,127898000,121994000,160313000,135903000,113357000,145790000,134968000,163449000,157428000
A0A8I5ZWP8,A0A8I5ZWP8_RAT,Nucleolar protein 10,Nop10l1,,7023830,6595280,,5492890,5401160,,6876710,4129100,6751050
A0A8I5ZWT0,A0A8I5ZWT0_RAT,Poly(rC) binding protein 3,Pcbp3,26693300,34975900,16315100,14478900,17651500,27317400,28631000,26633000,22670600,27309100
