Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat47,Intensity Rat48,Intensity Rat49,Intensity Rat50,Intensity Rat51,Intensity Rat52,Intensity Rat53,Intensity Rat54,Intensity Rat55,Intensity Rat56
A0A8I6ARL0,A0A8I6ARL0_RAT,alanine transaminase,Gpt2,,,3127460,3593920,3096650,,,,2437340,3999220
A0A8I6ARN7,A0A8I6ARN7_RAT,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",Smarca2,4849420,4126180,4313720,4095660,4867120,6554390,4081410,5091460,3816140,3616440
A0A8I6ARP7,A0A8I6ARP7_RAT,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",Relch,59977100,52090700,51297600,50097200,50138200,41249400,51540300,42614400,43001700,51649300
A0A8I6ARR2,A0A8I6ARR2_RAT,"RB binding protein 4, chromatin remodeling factor, pseudogene 2",Rbbp4-ps2,10953100,11101100,10535900,11671900,12041300,9874880,11295200,8536870,10955200,11238300
A0A8I6ARU4,A0A8I6ARU4_RAT,TNF receptor-associated factor,Traf3,25344700,26625100,25976000,25289000,22639800,15433800,28578700,20649900,23307300,25234100
A0A8I6AS17,A0A8I6AS17_RAT,BSD domain containing 1,Bsdc1,14296800,11329600,9836720,10204400,8618830,13646600,10310900,7538830,10372300,9857740
A0A8I6AS21,A0A8I6AS21_RAT,SMEK homolog 1,Ppp4r3a,11676200,14540100,13998500,13491900,14506100,10684500,7902450,9886760,10413500,9598870
A0A8I6AS54,A0A8I6AS54_RAT,Heterogeneous nuclear ribonucleoprotein Q acidic domain-containing protein,ENSRNOG00000069443,8844570,10058100,9479500,7385280,8698680,7074000,6525870,7153190,7952930,8393100
A0A8I6AS97,A0A8I6AS97_RAT,Prefoldin subunit 4,Pfdn4,16312600,15819300,14091000,15768100,11241400,12058800,14934100,12345200,15953600,15562100
A0A8I6ASA9,A0A8I6ASA9_RAT,Intersectin 2,Itsn2,9693270,9077650,9176780,9472390,8785120,7028390,8675560,7054820,8536670,7452500
A0A8I6ASC6,A0A8I6ASC6_RAT,"Immunoglobulin superfamily, DCC subclass, member 4",Igdcc4,2640710,2571210,2635490,3276040,2996540,2083450,2566580,2721280,3130350,2737700
A0A8I6ASF5,A0A8I6ASF5_RAT,"Ribosomal protein L4, pseudogene 1",Rpl4-ps1,100888000,16532500,19054200,13626700,7271200,30891800,6790150,77887100,10216800,6365650
A0A8I6ASH2,A0A8I6ASH2_RAT,Heparan sulfate proteoglycan 2,Hspg2,126287000,93680100,81952300,95212300,98278900,534737000,91014700,282499000,74810400,55687500
A0A8I6ASS6,A0A8I6ASS6_RAT,L-lactate dehydrogenase,AC098459.1,,,,,146432000,,,,153730000,
A0A8I6ASZ5,TCF25_RAT,Ribosome quality control complex subunit TCF25,Tcf25,2457510,1152470,1433270,,886806,1331400,348558,1020260,1460590,
A0A8I6ATA7,A0A8I6ATA7_RAT,RAN binding protein 1 like 1,Ranbp1l1,74052100,81877200,74266500,82041000,57635100,56134300,77735500,55013300,67270100,71370400
A0A8I6ATH0,A0A8I6ATH0_RAT,non-specific serine/threonine protein kinase,Braf,13412600,38545900,16527800,64689900,78086600,10012500,40355400,33034400,12906100,14249900
A0A8I6ATI0,A0A8I6ATI0_RAT,Sacsin molecular chaperone,Sacs,172414000,182107000,197386000,198081000,204656000,125046000,202527000,160221000,182697000,182975000
A0A8I6ATT3,A0A8I6ATT3_RAT,Metal transporter,Cnnm1,52855900,42703500,53154200,64501500,55249300,50715400,62650800,50168000,58593200,48455700
A0A8I6ATU9,A0A8I6ATU9_RAT,Ataxin 2,Atxn2,44177700,42846700,38417500,42420400,41796600,41746700,40924700,31885300,37484100,40491800
A0A8I6ATX5,A0A8I6ATX5_RAT,StAR-related lipid transfer domain containing 7,Stard7,42366700,38886700,38906500,41171000,41798500,34174400,38629700,33461300,35326400,37131000
A0A8I6AU21,A0A8I6AU21_RAT,Coiled-coil domain containing 28A,Ccdc28a,1221940,1340670,1587870,1901550,1701820,1200190,1452630,900192,1203700,1626040
A0A8I6AU25,A0A8I6AU25_RAT,Pecanex-like protein,Pcnx3,280965,250943,262454,260890,283373,148708,376997,172379,236307,234229
A0A8I6AU26,A0A8I6AU26_RAT,Polypeptide N-acetylgalactosaminyltransferase,Galnt2,26022400,29192600,29809500,28768500,34164700,33151600,38949100,32400300,28775000,27017900
A0A8I6AUE0,A0A8I6AUE0_RAT,"Phosphatidylinositol transfer protein, membrane-associated 2",Pitpnm2,20310400,23315500,23795800,25725800,22715900,16075200,23427600,18507400,22162100,19071600
A0A8I6AUH0,A0A8I6AUH0_RAT,Calcium/calmodulin-dependent protein kinase ID,Camk1d,64939100,62065100,62727200,62162800,77066600,43844100,65284300,59417600,57710300,63746100
A0A8I6AUH3,A0A8I6AUH3_RAT,RNA helicase,Ddx50,4650800,3292250,3835230,3278390,4688440,1535420,4213540,2891010,3336970,3369210
A0A8I6AUM0,A0A8I6AUM0_RAT,DDHD domain containing 2,Ddhd2,60480000,36024900,38396600,39055200,29819000,32714800,36336000,28635600,33176000,36970000
A0A8I6AUP1,A0A8I6AUP1_RAT,Ubiquitin-like protein 5,Ubl5,18075700,14728200,13528700,16234700,13935300,15420000,14870500,13373100,16063200,15027000
A0A8I6AUQ7,A0A8I6AUQ7_RAT,ZPR1 zinc finger,Zpr1,2965240,3201240,3281700,4054310,3795580,2570010,3418130,3031760,2993960,3167200
A0A8I6AV50,A0A8I6AV50_RAT,Formin-like 2,Fmnl2,137973000,117566000,134949000,129232000,138008000,99721800,143364000,117532000,140260000,132518000
A0A8I6AV53,A0A8I6AV53_RAT,Mitochondrial ribosomal protein L18,Mrpl18,7950780,8333500,7665270,8954770,6676370,8054340,7198380,7280420,7093920,6456630
A0A8I6AVM0,A0A8I6AVM0_RAT,Transmembrane protein 65,Tmem65,58332200,63322000,58968800,60405400,55579600,39988500,55063200,48484400,48432600,43184000
A0A8I6AVM8,A0A8I6AVM8_RAT,Endoplasmic reticulum junction formation protein lunapark,Lnpk,39914400,41641700,34890800,37186600,37209500,27107300,34610800,27900700,35606000,41960300
A0A8I6AVP7,A0A8I6AVP7_RAT,Protein odr-4 homolog,Odr4,22053600,22670500,23512400,24518000,26568600,18973900,26034600,19696000,23404800,21945400
A0A8I6AVR1,A0A8I6AVR1_RAT,"Spermine synthase, pseudogene 2",Sms,18001000,20756900,19467100,19484700,19116500,11913400,19031100,17160900,18497900,17275400
A0A8I6AVZ7,A0A8I6AVZ7_RAT,Microtubule crosslinking factor 1,Mtcl1,2921880,,,2284250,1947400,3342210,1486910,2176200,,
A0A8I6AW38,A0A8I6AW38_RAT,Acyl-CoA-binding protein,ENSRNOG00000062353,,,,,,22161200,,,,
A0A8I6AW46,A0A8I6AW46_RAT,Glutamine-rich 1,Qrich1,2333020,2839410,3267800,3001420,3124860,2803010,3368210,2817900,2625180,2621400
A0A8I6AW91,A0A8I6AW91_RAT,Signal recognition particle subunit SRP72,Srp72,77901900,69087500,69825100,55665200,72551500,61734000,68836000,73557400,56416600,50411900
A0A8I6AWM3,A0A8I6AWM3_RAT,Spectrin beta chain,Sptb,17495700,21348300,18158200,19387300,15718300,12644300,18317700,14450600,17238000,12317300
A0A8I6AWZ3,A0A8I6AWZ3_RAT,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",Agap1,32223800,31295200,32568300,34739600,33056300,32927200,35989200,31223500,33631500,31138600
A0A8I6AX46,A0A8I6AX46_RAT,DnaJ heat shock protein family (Hsp40) member C13,Dnajc13,54465300,55548300,56131400,60396100,59911000,37407500,48672600,37759300,53182100,53265000
A0A8I6AZX8,A0A8I6AZX8_RAT,Leucine rich repeat containing 75A,Lrrc75a,987685,1065060,1116320,1228870,1147850,881092,1259150,1179010,1084180,1009710
A0A8I6B0E2,A0A8I6B0E2_RAT,Cytosol aminopeptidase domain-containing protein,ENSRNOG00000069260,113678000,129310000,129648000,134650000,148764000,,134057000,114463000,120988000,136042000
A0A8I6B100,A0A8I6B100_RAT,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,LOC120101567,71248800,60640000,80649700,96482200,75782900,79774900,94875000,82936300,84105100,83058200
A0A8I6B124,A0A8I6B124_RAT,"Zinc finger, SWIM-type containing 8",Zswim8,2997440,4226410,3712380,3449410,2899980,2452010,4040880,3133700,3183950,2751420
A0A8I6B158,A0A8I6B158_RAT,Dishevelled associated activator of morphogenesis 2,Daam2,102514000,100150000,110378000,105301000,103403000,66240500,111135000,81176700,97917500,91256700
A0A8I6B1J2,MBNL1_RAT,Muscleblind-like protein 1,Mbnl1,19626300,20070000,16744800,18259300,20218900,9949680,15749800,9787240,14192300,19910300
A0A8I6B3N0,A0A8I6B3N0_RAT,Sperm associated antigen 9,Spag9,58747900,60885300,59579100,65466500,65308900,44993300,62853600,49377900,62230000,59676200
A0A8I6B3N3,A0A8I6B3N3_RAT,V-type proton ATPase subunit G,Atp6v1g1,25644200,24078500,13724500,16234600,9911400,16763700,16944000,11042500,13788300,15329500
A0A8I6B3X3,A0A8I6B3X3_RAT,Hepatic and glial cell adhesion molecule,Hepacam,163880000,220490000,201671000,198666000,219380000,157005000,210647000,135575000,203149000,199306000
A0A8I6B543,A0A8I6B543_RAT,Protein SERAC1,Serac1,14921800,18019900,19900500,20236500,15536600,14936900,20569300,15160500,15386800,15102100
A0A8I6B5X8,A0A8I6B5X8_RAT,COX assembly mitochondrial protein,Cmc1,2396430,2523100,2719000,2244650,2519800,1283490,2774030,2092930,2269090,2620000
A0A8I6B5Y3,A0A8I6B5Y3_RAT,Negative elongation factor complex member C/D,Nelfcd,918717,950184,902543,1120260,1096350,871463,859225,,,884492
A0A8I6G204,A0A8I6G204_RAT,Dedicator of cytokinesis 10,Dock10,15211300,15755000,17146700,16900700,18903400,11485200,17920400,14579300,19315300,15378700
A0A8I6G251,A0A8I6G251_RAT,Transportin 3,Tnpo3,13537900,13075400,13458000,15375300,14442500,9553760,13323300,12912500,13954600,11484100
A0A8I6G2A6,A0A8I6G2A6_RAT,"Family with sequence similarity 169, member A",Fam169a,2403420,2575650,1929390,2055060,1320620,1922840,1572260,1601590,1693660,1807050
A0A8I6G3L4,A0A8I6G3L4_RAT,Mucolipin TRP cation channel 1,Mcoln1,803088,809677,818789,1106030,952084,1128980,1137870,687892,955856,929530
A0A8I6G3Q5,A0A8I6G3Q5_RAT,Uracil phosphoribosyltransferase homolog,Uprt,9416890,4510020,7390920,8830340,7224200,11915600,8282810,5213690,6950640,7376210
A0A8I6G3R2,A0A8I6G3R2_RAT,E3 ubiquitin-protein ligase CBL,Cbl,32368800,32362600,30867200,32881800,34210400,30434400,34511600,26438300,31712700,31067600
A0A8I6G3S1,A0A8I6G3S1_RAT,Vacuolar fusion protein MON1 homolog,Mon1b,32497800,31593400,33946200,,29223100,,24112200,26533900,26551700,28611600
A0A8I6G4I5,A0A8I6G4I5_RAT,G-rich RNA sequence binding factor 1,Grsf1,57339600,49636300,63587500,12642900,79397700,9625640,11366000,9349640,9284030,51214300
A0A8I6G4R8,A0A8I6G4R8_RAT,Histone deacetylase,Hdac5,10745000,11748300,10773400,10474100,12904000,4861470,9227590,6859040,10044700,11262700
A0A8I6G4T5,A0A8I6G4T5_RAT,Ribokinase,Rbks,40040600,31774500,27027200,27900500,19598800,27924600,34508200,21312000,26142100,28376500
A0A8I6G5M7,A0A8I6G5M7_RAT,N-alpha-acetyltransferase 50,Naa50,83393000,13141100,14656200,15402300,15528000,7712260,14295700,14262100,12638600,13432500
A0A8I6G5P0,A0A8I6G5P0_RAT,Eukaryotic translation initiation factor 2 subunit 2,Eif2s2,562675000,328498000,317582000,209789000,410554000,296275000,411145000,349403000,342489000,599874000
A0A8I6G5Q1,A0A8I6G5Q1_RAT,Semaphorin 4D,Sema4d,142304000,26480500,6875850,14285700,11508900,120625000,6891190,4816590,7393280,12454200
A0A8I6G5W4,A0A8I6G5W4_RAT,U1 small nuclear ribonucleoprotein 70 kDa,Snrnp70,13098600,12320500,9945630,9777230,8723220,9907170,9872660,10264100,8935940,9526660
A0A8I6G604,A0A8I6G604_RAT,"Lectin, mannose-binding 2-like",Lman2l,13708500,14330500,26759000,24089700,13794900,15816800,21108700,16738400,24034400,18257600
A0A8I6G609,A0A8I6G609_RAT,Cilia and flagella associated protein 410,Cfap410,21425500,18173300,15881700,14361900,10723800,16035400,14860200,9870890,13711900,13782700
A0A8I6G6W8,A0A8I6G6W8_RAT,Proline-rich coiled-coil 2C,Prrc2c,10352400,9830030,10128000,9907140,8616060,10357800,8293580,8263330,9387540,9902410
A0A8I6G7I2,A0A8I6G7I2_RAT,Splicing factor 1,Sf1,19293700,21931500,19303000,21060000,21873800,20363500,19644500,15643700,19633000,18116400
A0A8I6G7J3,A0A8I6G7J3_RAT,Ig-like domain-containing protein,ENSRNOG00000070816,,,,,,8094040,,2107500,,
A0A8I6G807,A0A8I6G807_RAT,40S ribosomal protein S12,Rps12l11,82254600,75595200,77234100,81214200,79009900,50855200,77066500,59976400,68252000,72136500
A0A8I6G8D1,A0A8I6G8D1_RAT,RING-type E3 ubiquitin transferase,Trim56,42421000,50211000,50853700,53618700,52569400,47994000,57509400,42467800,45704300,45033900
A0A8I6G8G4,A0A8I6G8G4_RAT,FERM domain containing 5,Frmd5,7460210,8621490,5737770,5741430,7421280,2290180,8513780,10102100,8392160,7790150
A0A8I6G8I6,A0A8I6G8I6_RAT,Cullin 2,Cul2,38617900,41073800,42090400,45901400,48106600,29927700,45100600,37326400,41594400,40048100
A0A8I6G8N1,A0A8I6G8N1_RAT,"Axin interactor, dorsalization associated",Aida,10759400,11603000,11607700,12039700,11314200,5737440,10916300,8791040,10039400,9465470
A0A8I6G8Z3,A0A8I6G8Z3_RAT,Immunoglobulin kappa variable like 6,Igkvl6,,,,,,,,5521310,,
A0A8I6G933,A0A8I6G933_RAT,Kelch-like family member 1,Klhl1,1350230,1476790,620403,1090380,,1673220,1447970,1162910,1568680,1705220
A0A8I6G9C0,A0A8I6G9C0_RAT,RAB GTPase activating protein 1-like,Rabgap1l,15726300,16083000,19093000,17135200,16060400,11220000,16930900,12989500,17893400,14578200
A0A8I6G9F8,A0A8I6G9F8_RAT,WD repeat domain 59,Wdr59,1001620,2066640,2322450,2079730,2989360,,1892300,4194580,1755530,1739290
A0A8I6G9W5,A0A8I6G9W5_RAT,COMM domain containing 7,Commd7,9462900,9772740,10991100,10449200,12258400,7199860,10390100,8603880,9196080,9067440
A0A8I6GAJ9,A0A8I6GAJ9_RAT,Carbonic anhydrase 14,Car14,138828000,103278000,123569000,144598000,172828000,124924000,191862000,140330000,164488000,166215000
A0A8I6GB80,A0A8I6GB80_RAT,Protein SCAI,Scai,163952000,233352000,220716000,189322000,181188000,133219000,215439000,160169000,181609000,140785000
A0A8I6GBD2,A0A8I6GBD2_RAT,Actin related protein 10,Actr10,41919500,41205500,42054300,45812600,45090400,32390700,45442800,36193700,41987200,40955000
A0A8I6GBE0,A0A8I6GBE0_RAT,dipeptidyl-peptidase IV,Dpp9,64644900,69335400,74006700,89891500,80645200,50354400,88107900,62043300,86484500,73526700
A0A8I6GCQ3,A0A8I6GCQ3_RAT,Anoctamin,Ano8,4598050,5061060,4517520,3651790,6958520,2885920,3370990,3143680,3099230,3148820
A0A8I6GDA0,A0A8I6GDA0_RAT,Nuclear receptor binding protein 1,Nrbp1,16765200,15735100,17015700,17955300,17562200,8793630,19747400,14978200,16526900,18085100
A0A8I6GDA1,A0A8I6GDA1_RAT,Rho GTPase activating protein 21,Arhgap21,19299200,20549800,18218200,18123700,20039800,14370900,19125700,14730200,17341600,17474100
A0A8I6GDP5,A0A8I6GDP5_RAT,Tight junction associated protein 1,Tjap1,,3751900,,,,1570020,,237833,,
A0A8I6GEV9,A0A8I6GEV9_RAT,ATP binding cassette subfamily E member 1,Abce1,442121000,439804000,484111000,486948000,462528000,370067000,483793000,408501000,434639000,438102000
A0A8I6GFC7,A0A8I6GFC7_RAT,Upstream binding protein 1,Ubp1,8921720,10111400,8804810,,5793880,7182030,,5744330,8048020,7207060
A0A8I6GFD8,A0A8I6GFD8_RAT,Splicing factor proline and glutamine rich,Sfpq,42887700,45904500,39505000,43148200,37163300,47222400,43249800,36048100,39573000,37633800
A0A8I6GFL8,A0A8I6GFL8_RAT,Sideroflexin 4,Sfxn4,,752350,1216460,1957930,602986,,1332120,1290420,1015210,849975
A0A8I6GFU3,A0A8I6GFU3_RAT,Supervillin,Svil,,,,,,11336100,,,,
A0A8I6GH02,A0A8I6GH02_RAT,Contactin associated protein 2,Cntnap2,45523300,47908500,46246700,46355800,44526800,32245400,51398300,38555200,44274100,42112500
A0A8I6GH74,A0A8I6GH74_RAT,ARB2 cotranscriptional regulator A,Arb2a,3456450,3609500,3570320,3903250,3670370,2662360,3172510,3194990,3359540,3198990
A0A8I6GH80,A0A8I6GH80_RAT,vesicle-fusing ATPase,Vps4b,62212000,60921600,62615400,65080300,62875400,50727500,58744100,50105600,58577500,61759700
A0A8I6GH88,A0A8I6GH88_RAT,peptidylprolyl isomerase,Fkbp2,46821900,40838300,40635900,45240500,40749300,30912100,43755700,34267100,39175500,30253800
A0A8I6GHH3,A0A8I6GHH3_RAT,SH3 domain-binding glutamic acid-rich-like protein 1,Sh3bgrl1,79177900,83733100,72587600,79915700,71991500,33396000,70407100,61534400,69520300,65261000
A0A8I6GHP9,A0A8I6GHP9_RAT,Vacuolar protein sorting 13 homolog D,Vps13d,212592000,233645000,235478000,245136000,247060000,168339000,224460000,198509000,188988000,184155000
A0A8I6GHU8,A0A8I6GHU8_RAT,"Adipogenesis associated, Mth938 domain containing",Aamdc,12661200,12132300,9315180,11815600,11072900,8154580,15379900,8297340,13315300,9498770
A0A8I6GHW1,A0A8I6GHW1_RAT,"Eva-1 homolog A, regulator of programmed cell death",Eva1a,27806600,25979500,21976100,22899400,16563400,18499000,24237000,18166500,23481600,22066700
A0A8I6GHY8,A0A8I6GHY8_RAT,Matrin-3,AABR07004112.1,61010800,73920100,72704000,65562300,62078900,52274400,68573900,47615600,55276900,51928000
A0A8I6GHZ4,A0A8I6GHZ4_RAT,"Short chain dehydrogenase/reductase family 39U, member 1",Sdr39u1,17194400,18169700,18870000,18553900,17347500,12877200,20339400,15425700,15444300,15881500
A0A8I6GI47,A0A8I6GI47_RAT,Phospholipid-transporting ATPase,Atp9a,85691900,93016800,91429300,89121700,87332300,54478000,93721100,83446200,88616500,78718800
A0A8I6GIF3,A0A8I6GIF3_RAT,Mitochondrial cytochrome c oxidase subunit VIc/VIIs domain-containing protein,AABR07031972.1,364873,298420,383923,426282,256265,245800,395929,287792,343910,311097
A0A8I6GIL4,A0A8I6GIL4_RAT,Transmembrane protein 87A,Tmem87a,2286120,3088230,3562600,4077610,3494170,4191130,5008250,4228990,4194420,3226130
A0A8I6GIM3,A0A8I6GIM3_RAT,"Nucleoside-triphosphatase, cancer-related",Ntpcr,16632900,17448100,17253100,18118900,17692300,10757200,19216800,12670400,14859100,17059900
A0A8I6GIQ2,A0A8I6GIQ2_RAT,SECIS binding protein 2-like,Secisbp2l,8167040,5084560,8769060,6319950,8005540,7732840,9036270,4666160,7655680,5109150
A0A8I6GIW9,A0A8I6GIW9_RAT,F-box and WD repeat domain containing 11,Fbxw11,10688300,9763840,13807200,16918600,16132500,14398400,17869100,13662500,13941000,15157900
A0A8I6GJ11,A0A8I6GJ11_RAT,Propionate--CoA ligase,Acss2,61376700,51559400,74054600,67096800,84944200,42712300,61611000,55964300,74626500,63356100
A0A8I6GJ92,A0A8I6GJ92_RAT,Glutamyl-prolyl-tRNA synthetase 1,Eprs1,93545500,99123300,101447000,100619000,93156200,64008400,106632000,79745900,94329900,92242400
A0A8I6GJ97,A0A8I6GJ97_RAT,phosphopyruvate hydratase,ENSRNOG00000069456,17000500,14685700,15584100,18764800,9547200,15118100,11986400,15566000,15788000,17061800
A0A8I6GJC3,A0A8I6GJC3_RAT,"La ribonucleoprotein 1, translational regulator",Larp1,51485800,50972900,29314300,63101700,64407800,36287700,57770000,26070000,47985300,35479500
A0A8I6GJC5,A0A8I6GJC5_RAT,RALBP1 associated Eps domain containing 1,Reps1,44806000,49547000,42103500,47478600,47859600,32885000,46452500,33599800,44791100,43312500
A0A8I6GJD2,A0A8I6GJD2_RAT,"Aspartate aminotransferase, mitochondrial",ENSRNOG00000064101,63576600,46529100,41693800,49726900,42919400,34126700,58426900,42140500,45878500,53007400
A0A8I6GJG8,A0A8I6GJG8_RAT,"inositol-1,4-bisphosphate 1-phosphatase",Inpp1,66875500,69326600,65271800,65988800,63037300,53089500,73740200,57121200,60795300,60398000
A0A8I6GJG9,A0A8I6GJG9_RAT,ELMO domain containing 1,Elmod1,8253410,8497470,8144120,7086810,8093260,5832830,8879940,7663870,8348190,7585090
A0A8I6GJQ5,A0A8I6GJQ5_RAT,HEAT repeat containing 5B,Heatr5b,17756700,17785500,18798200,21182000,20642100,14443900,22375800,16394400,20398400,17854300
A0A8I6GJU8,A0A8I6GJU8_RAT,Lymphocyte-specific protein 1,Lsp1,4784110,5127290,3293050,4089060,3879220,4358600,4388100,2797280,4123030,4651470
A0A8I6GJX2,A0A8I6GJX2_RAT,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein",Acap3,16808400,12292200,17371000,,15820400,,12093100,,17412400,12167700
A0A8I6GK17,A0A8I6GK17_RAT,COP9 signalosome subunit 7A,Cops7a,35141600,32438500,32440900,35742100,35054500,29863500,35486900,30124600,33229600,36758300
A0A8I6GK52,A0A8I6GK52_RAT,non-specific serine/threonine protein kinase,Smg1,,28892000,23041100,,,22603400,,24631800,,20497400
A0A8I6GK59,A0A8I6GK59_RAT,BMP-2 inducible kinase,Bmp2k,418621,535523,268099,380942,402340,,,380080,390917,426432
A0A8I6GK62,A0A8I6GK62_RAT,LEM domain containing 3,Lemd3,,185549,90609.1,197904,106054,,162316,,173289,111357
A0A8I6GK73,A0A8I6GK73_RAT,Coatomer subunit zeta,Copz1,16780300,16908300,16264100,16036700,12948900,12268200,16020100,12552100,13498700,14373100
A0A8I6GK94,A0A8I6GK94_RAT,protein-tyrosine-phosphatase,Ptprj,,444433,737459,,724045,,,,,
A0A8I6GKA8,A0A8I6GKA8_RAT,Coiled-coil domain containing 85C,Ccdc85c,2073580,1646390,1809960,2104400,1960920,2300670,2082240,1544680,2067270,2108230
A0A8I6GKH0,A0A8I6GKH0_RAT,EGF like repeats and discoidin domains 3,Edil3,366660000,54439100,71626000,65318600,72205000,49920200,78836300,60226100,65002800,66951200
A0A8I6GKH8,A0A8I6GKH8_RAT,Microtubule-associated protein 7,Map7,6175180,4402760,2572350,3985720,4258420,,2949170,1765420,4320560,3918890
A0A8I6GKI8,A0A8I6GKI8_RAT,Peptidyl-prolyl cis-trans isomerase,Pin4,14513800,12736300,13758700,14789700,15666900,5864820,16048600,10107700,13582700,13329000
A0A8I6GKJ7,A0A8I6GKJ7_RAT,"Predicted gene, 56451",Gm56451,14353400,18173200,18305100,15486200,15217900,11762400,16745100,15254600,13495800,15934900
A0A8I6GKJ8,A0A8I6GKJ8_RAT,GRAM domain containing 4,Gramd4,3240260,3142480,2997210,2891090,2711530,2251480,2821490,2555090,2560290,2504470
A0A8I6GKR1,A0A8I6GKR1_RAT,Copine 4,Cpne4,104103000,98386000,104043000,90518800,80151400,66656800,100347000,79132700,85629900,71484900
A0A8I6GKT2,A0A8I6GKT2_RAT,Phosphoribosyl transferase domain containing 1,Prtfdc1,26679100,26191800,28864200,25294100,24149700,17371500,27289000,25574200,23682400,25817100
A0A8I6GKW1,A0A8I6GKW1_RAT,"PYM homolog 1, exon junction complex associated factor",Pym1,22995700,22847900,21699700,25283400,21094400,9410990,23783100,24803800,24525400,22904600
