Protein IDs,Protein.Names,Description,Gene Name,Intensity Rat47,Intensity Rat48,Intensity Rat49,Intensity Rat50,Intensity Rat51,Intensity Rat52,Intensity Rat53,Intensity Rat54,Intensity Rat55,Intensity Rat56
A0A8I6AE33,A0A8I6AE33_RAT,WD repeat-containing protein 37,Wdr37,26210100,24195000,26332600,28796800,28725900,25473700,33268600,26638100,31431700,34500600
A0A8I6AE36,A0A8I6AE36_RAT,Peroxisomal biogenesis factor 19,ENSRNOG00000067472,28258400,27699300,25873000,26860200,24330800,20011200,25920400,19422300,26125900,28219700
A0A8I6AE43,A0A8I6AE43_RAT,Erbb2 interacting protein,Erbin,21091600,25602000,25103500,26820300,27668900,14349500,26013000,24254200,24004400,24121900
A0A8I6AE68,A0A8I6AE68_RAT,"Anillin, actin binding protein",Anln,126856000,132590000,133330000,136744000,134360000,95582800,134503000,109311000,129591000,122631000
A0A8I6AE78,A0A8I6AE78_RAT,Heparan-alpha-glucosaminide N-acetyltransferase,Hgsnat,2501740,2630400,2144510,2673280,2139270,1368960,2724330,2266140,2448460,2108570
A0A8I6AE85,A0A8I6AE85_RAT,Paternally expressed 10,Peg10,2422480,2668750,2665900,3627460,4096510,3611900,2176580,2968080,3272070,3072070
A0A8I6AE91,A0A8I6AE91_RAT,"Golgi associated, gamma adaptin ear containing, ARF binding protein 2",Gga2,2988460,3048790,2667380,2758950,3237470,,3135160,,3030990,3140560
A0A8I6AED1,A0A8I6AED1_RAT,RALBP1 associated Eps domain containing 2,Reps2,10358600,10390200,8676840,10580000,12059800,,9533710,9007010,10214900,8914980
A0A8I6AEF9,A0A8I6AEF9_RAT,Inhibitor of carbonic anhydrase,Inhca,4679840,1204370,5023960,3866720,1148500,39321900,3963380,82483200,17298100,
A0A8I6AEG5,A0A8I6AEG5_RAT,Praja ring finger ubiquitin ligase 1,Pja1,14023900,15656300,13427600,14868600,11530700,13878600,13838600,10017300,12365800,14608100
A0A8I6AEG7,A0A8I6AEG7_RAT,Eukaryotic translation elongation factor 1 beta 2,Eef1b2,155218000,168533000,154358000,144781000,140066000,103610000,138010000,125197000,127192000,136498000
A0A8I6AEG8,A0A8I6AEG8_RAT,Tensin 2,Tns2,3653350,3946210,3649360,4517330,3960190,4640890,4246380,3300660,3573780,3238490
A0A8I6AEI3,A0A8I6AEI3_RAT,WW domain-containing oxidoreductase,Wwox,9547220,11005900,10594800,13631000,14212700,7892930,10457600,9523920,10783700,10312700
A0A8I6AEK2,A0A8I6AEK2_RAT,F-box and leucine-rich repeat protein 18 like 1,Fbxl18l1,5026300,4239810,5395490,4990380,,,5671520,,6004960,5677780
A0A8I6AEL0,A0A8I6AEL0_RAT,mitogen-activated protein kinase kinase kinase,Map3k5,19825000,19113700,23578900,24902000,24440600,10981500,18569400,15345800,20515500,17804200
A0A8I6AEP5,A0A8I6AEP5_RAT,Polyamine oxidase,Paox,21778400,21665600,25806600,28651800,29144600,17982000,28172300,23930300,30199700,24757900
A0A8I6AEV8,A0A8I6AEV8_RAT,"BolA family member 2, pseudogene 1",Bola2l2,46847000,45560100,41186100,43005900,42559700,23895000,43576400,28490800,40393100,38981100
A0A8I6AEW7,A0A8I6AEW7_RAT,"Family with sequence similarity 171, member A1",Fam171a1,5571070,4866410,4941140,4778540,6880620,3411700,5184330,4011740,5149900,5376120
A0A8I6AEY5,A0A8I6AEY5_RAT,Leucine rich repeat and sterile alpha motif containing 1,Lrsam1,37316200,36673700,37292600,41386300,36626600,30490500,37988400,31205000,37140600,33437900
A0A8I6AEY8,A0A8I6AEY8_RAT,VPS8 subunit of CORVET complex,Vps8,3688290,3868310,4102620,4191640,4191430,2188830,3804490,2980200,3462290,3446110
A0A8I6AEZ2,A0A8I6AEZ2_RAT,Myotubularin related protein 7,Mtmr7,10781000,10612100,11367700,12251300,12980400,8528980,11403000,9812470,11246300,10008000
A0A8I6AEZ7,A0A8I6AEZ7_RAT,Cytokine receptor-like factor 3,Crlf3,2453790,2460280,2266330,2084050,1818570,1379070,2413530,1463590,2504740,2086660
A0A8I6AF24,A0A8I6AF24_RAT,Retinitis pigmentosa 1-like 1 protein-like,LOC102548506,,,637808,,,,,,,
A0A8I6AF38,A0A8I6AF38_RAT,Large ribosomal subunit protein mL50,ENSRNOG00000068816,8218250,9074500,7306540,8972850,7564790,4441640,7964060,5400000,7568000,8467890
A0A8I6AF61,A0A8I6AF61_RAT,Dual specificity protein phosphatase,Dusp3,93156000,94384500,95324500,98856500,103319000,72645400,98022600,81291800,90649500,95387800
A0A8I6AF64,A0A8I6AF64_RAT,Guanine nucleotide-binding protein subunit gamma,Gng4,35330100,40583500,31630400,36310300,31310600,14581300,39523200,19588100,30501500,29020200
A0A8I6AF82,A0A8I6AF82_RAT,Tubulin alpha chain,ENSRNOG00000070725,22147600,18880100,19937700,18836400,14559400,13056800,19845500,15173100,16351700,16798600
A0A8I6AF96,A0A8I6AF96_RAT,HEAT repeat containing 5A,Heatr5a,174329,,196428,230478,215000,181613,236235,,136414,186127
A0A8I6AF99,A0A8I6AF99_RAT,RAB11 family interacting protein 2,Rab11fip2,8392420,7454830,6902960,8961190,8710530,,6823340,,6695620,
A0A8I6AFB6,A0A8I6AFB6_RAT,Inositol-tetrakisphosphate 1-kinase,Itpk1,42365400,55755300,46207100,32089400,35684300,22494800,38413400,27865700,31085400,41526100
A0A8I6AFK4,A0A8I6AFK4_RAT,Enhancer of rudimentary homolog,Erh,8152850,10462300,8758990,8433210,8570860,6631870,10256500,6190250,8146970,8649360
A0A8I6AFM0,A0A8I6AFM0_RAT,Myosin heavy chain 13,Myh13,23854400,17240700,,9988180,10079500,19434300,5210810,8054940,11964300,
A0A8I6AFP0,A0A8I6AFP0_RAT,WASH complex subunit 5,Washc5,43854500,48978200,48134900,48676900,47952600,39335700,50718200,39521800,45055700,43945800
A0A8I6AFQ3,A0A8I6AFQ3_RAT,dTMP kinase,Dtymk,3822060,3388570,3927130,4213800,4419930,3755690,4030540,4072020,3765670,4412210
A0A8I6AFS8,A0A8I6AFS8_RAT,"Calmodulin regulated spectrin-associated protein family, member 3",Camsap3,27158700,28713900,22992500,27399200,36296900,19377900,20682000,18166400,29511300,31822800
A0A8I6AFV4,A0A8I6AFV4_RAT,Conserved oligomeric Golgi complex subunit 1,Cog1,6226650,4407810,5665410,6828450,5525170,4421580,4973820,5056320,4483040,4926180
A0A8I6AFZ5,A0A8I6AFZ5_RAT,Serine and arginine rich splicing factor 7,Srsf7,68615600,83636500,72492500,63532200,47329700,157687000,35412200,57708500,43678800,50708400
A0A8I6AG23,A0A8I6AG23_RAT,5-formyltetrahydrofolate cyclo-ligase,Mthfs,962980,622729,1045710,1200660,1479190,2764900,1517110,748188,1360240,1550500
A0A8I6AG33,A0A8I6AG33_RAT,Transportin 1,Tnpo1,155933000,169126000,176159000,187689000,176280000,112640000,165492000,146427000,145482000,146983000
A0A8I6AG69,A0A8I6AG69_RAT,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",Cpamd8,,,,,,39743800,,47990700,,
A0A8I6AG85,A0A8I6AG85_RAT,BCL2 interacting protein 3 like,Bnip3l,,,,,,,,1405170,,2431170
A0A8I6AGD6,A0A8I6AGD6_RAT,Endosome-lysosome associated apoptosis and autophagy regulator family member 2,Elapor2,4180210,4541710,5090940,5587180,4393150,2884320,5347030,3895170,5098390,4301030
A0A8I6AGH6,A0A8I6AGH6_RAT,Calponin-homology (CH) domain-containing protein,ENSRNOG00000063109,10948300,11957000,11499700,17093200,14552800,13720300,14615400,12578400,15383900,12688700
A0A8I6AGL0,A0A8I6AGL0_RAT,Ankyrin repeat domain 44,Ankrd44,53465400,49262200,46136700,47055600,50884800,36115400,44476900,40374100,48039700,43099600
A0A8I6AGM4,A0A8I6AGM4_RAT,Proline rich 18,Prr18,515122,,635224,638974,673959,,669812,641899,680839,586104
A0A8I6AGR2,A0A8I6AGR2_RAT,CASP2 and RIPK1 domain containing adaptor with death domain,Cradd,2031780,1446660,1873220,2366160,2442750,1147970,2823050,2307340,2685770,2917880
A0A8I6AGR7,A0A8I6AGR7_RAT,RNA binding protein fox-1 homolog 3,Rbfox3,10768000,11604700,10921800,15997100,10582100,10377200,11951900,10045800,10426300,10618900
A0A8I6AGS3,A0A8I6AGS3_RAT,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Ndufa3,160411000,172243000,191478000,184913000,222789000,44826200,208653000,131319000,171548000,195637000
A0A8I6AGU4,A0A8I6AGU4_RAT,SUMO specific peptidase 3,Senp3,1253390,1199650,1501840,746628,1031750,791638,777077,479703,699111,827394
A0A8I6AGY7,A0A8I6AGY7_RAT,Dual specificity phosphatase 22,Dusp22,15611600,14121300,16898300,17387600,16178900,16201100,18830200,14180500,16306300,16712000
A0A8I6AGY8,A0A8I6AGY8_RAT,General transcription factor IIIC subunit 4,Gtf3c4,4792110,4832240,5614300,6506120,5880150,,6545580,4066910,4653720,6078120
A0A8I6AH21,A0A8I6AH21_RAT,Mitochondrial ribosomal protein S28,Mrps28,9977810,,10315100,10641300,,,,8724090,,9793910
A0A8I6AH39,A0A8I6AH39_RAT,phosphoenolpyruvate carboxykinase (GTP),Pck2,148941000,150737000,152706000,155366000,152916000,108171000,170227000,130633000,146861000,121201000
A0A8I6AH44,A0A8I6AH44_RAT,Ring finger protein 214,Rnf214,45710300,44461900,35902700,35870500,43770600,25562600,34199100,25430300,37819600,41665300
A0A8I6AH70,A0A8I6AH70_RAT,Smoothelin,Smtn,438991,500295,206002,66192.6,242879,580958,363616,174486,279934,235349
A0A8I6AH81,A0A8I6AH81_RAT,Ecm29 proteasome adaptor and scaffold,Ecpas,51558700,49887700,53771000,56306000,56315500,40005200,53740600,46015100,51161000,46809800
A0A8I6AH91,A0A8I6AH91_RAT,Poly(rC) binding protein 1,Pcbp1,235908000,235593000,227628000,236627000,230482000,206331000,236677000,195111000,216607000,209083000
A0A8I6AHB0,A0A8I6AHB0_RAT,5'-nucleotidase,Nt5c3a,52500900,52230900,51788900,54334200,46456200,37535000,49970800,44589800,45095600,46789000
A0A8I6AHC2,A0A8I6AHC2_RAT,Calcium dependent secretion activator 2,Cadps2,3316040,3911100,2976360,3334270,3540250,2255890,3096900,2868870,2968460,2021190
A0A8I6AHD0,A0A8I6AHD0_RAT,Bri3 binding protein,Bri3bp,3783470,4680400,3665630,4604100,2643080,3967630,3719060,3614590,3105310,3581970
A0A8I6AHE4,A0A8I6AHE4_RAT,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",Gatb,1741700,2047340,1867040,2434080,,,1549920,981618,,1319460
A0A8I6AHL9,A0A8I6AHL9_RAT,von Willebrand factor A domain-containing protein 1,Col6a3,90765500,74167300,75767200,90569700,93437700,423191000,81690900,188768000,80034600,78699500
A0A8I6AHP3,A0A8I6AHP3_RAT,Deoxyribonuclease TATDN1,Tatdn1,13862200,14498000,13122800,14887200,13112500,10543700,14544300,11749300,12321900,13597800
A0A8I6AHQ8,A0A8I6AHQ8_RAT,Biliverdin reductase B,Blvrb,147776000,146141000,118740000,151736000,106728000,105702000,134480000,112494000,138722000,133443000
A0A8I6AHQ9,A0A8I6AHQ9_RAT,Exportin-T,Xpot,12585700,13163000,12341500,13133100,12388600,10390400,11895000,11759200,10366300,11621000
A0A8I6AHV7,A0A8I6AHV7_RAT,"Family with sequence similarity 185, member A",Fam185a,14339400,13825500,14619300,17609200,14194500,11644600,17633900,12072000,16821200,14616900
A0A8I6AHW3,A0A8I6AHW3_RAT,Integrin alpha FG-GAP repeat containing 2,Itfg2,481312,612511,645559,937674,635741,,589162,509770,775725,735477
A0A8I6AHW4,A0A8I6AHW4_RAT,"Protein phosphatase 1, regulatory subunit 3F",Ppp1r3f,9704440,9982820,7962380,8124880,9928700,7111250,8889450,6976930,9068570,8638280
A0A8I6AHW7,A0A8I6AHW7_RAT,Small ArfGAP 1,Smap1,44543800,45335200,48151000,51459400,47733300,30240800,43613100,40971900,44826100,46456400
A0A8I6AHY5,A0A8I6AHY5_RAT,Epiplakin 1,Eppk1,2370860,3743760,2680060,3877500,3366110,,3868480,,2161890,1068640
A0A8I6AI07,A0A8I6AI07_RAT,Small ribosomal subunit protein eS10,ENSRNOG00000069906,3638990,3773290,3381210,3809550,2331570,2691370,2478120,2314550,2011450,2537390
A0A8I6AI27;A0A8I6AJQ0;A0A8I6G2R9;A0A8I6AP43,A0A8I6AI27_RAT;A0A8I6AJQ0_RAT;A0A8I6AP43_RAT;A0A8I6G2R9_RAT,Ig-like domain-containing protein,ENSRNOG00000065115,,,,,,,,231886,,
A0A8I6AI28,A0A8I6AI28_RAT,Oxysterol-binding protein,Osbpl2,11366100,12123400,12334500,13464500,12498900,9630570,13209700,10894500,11907900,10966700
A0A8I6AI41;A0A8I6GHG7,A0A8I6AI41_RAT;A0A8I6GHG7_RAT,Ig-like domain-containing protein,ENSRNOG00000066406,,,,,,4051050,,4800070,,
A0A8I6AIC1,A0A8I6AIC1_RAT,RALY RNA binding protein-like,Ralyl,,,,,1305510,,3299990,,,1256060
A0A8I6AIE0,A0A8I6AIE0_RAT,"SLAIN motif family, member 2",Slain2,483000,1101920,957239,1153750,1112970,,842999,,989514,1000550
A0A8I6AIH6,A0A8I6AIH6_RAT,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",Suclg2,45485100,45385100,40090300,42445400,36004300,58109700,39018800,58214800,32703600,30457600
A0A8I6AIP7,A0A8I6AIP7_RAT,ELAV-like protein,Elavl3,37992400,40030100,39602100,39347600,39879500,30881300,40394500,29443600,35905400,38378000
A0A8I6AIT8,A0A8I6AIT8_RAT,Misato mitochondrial distribution and morphology regulator 1,Msto1,47402300,64781500,60279200,67871200,44921000,5837930,49739200,54262300,47421500,53899300
A0A8I6AIU4,A0A8I6AIU4_RAT,Ig-like domain-containing protein,ENSRNOG00000067551,,,,,,,,575229,,
A0A8I6AIV4,A0A8I6AIV4_RAT,Dynactin 3-like 1,Dctn3l1,272434000,281553000,265464000,278870000,234401000,224367000,257197000,216322000,245013000,262503000
A0A8I6AJ04,A0A8I6AJ04_RAT,PITH domain containing 1,Pithd1,60508700,58916900,56064800,65067300,61483700,44492200,61564500,48069900,59317200,60972500
A0A8I6AJ06,A0A8I6AJ06_RAT,Ubiquitin-like 7,Ubl7,2672260,3451970,3839190,6112420,4303270,3398430,4945180,4160870,6617320,4625570
A0A8I6AJ44,A0A8I6AJ44_RAT,Tenascin XB,Tnxb,15533800,17215800,54407100,53729900,28809600,55452200,52621200,55742400,47547500,44965200
A0A8I6AJB8,A0A8I6AJB8_RAT,"WAS/WASL interacting protein family, member 2",Wipf2,16580000,15212000,13223400,16636500,14208000,13776600,14609400,12630200,14115700,15732200
A0A8I6AJL0,A0A8I6AJL0_RAT,Phospholipid-transporting ATPase,Atp11b,,,8179820,,4570770,,4379880,4971350,6001820,5656730
A0A8I6AJM0,A0A8I6AJM0_RAT,G protein-regulated inducer of neurite outgrowth 1,Gprin1,6452300,6605000,5065280,5149440,5629990,3808980,3998920,4306100,5944450,5177920
A0A8I6AJP4,A0A8I6AJP4_RAT,Phosphatase and actin regulator 4,Phactr4,2294630,2235200,2059400,2186850,2744190,1313800,2476730,1498250,2414750,2516030
A0A8I6AJQ8,A0A8I6AJQ8_RAT,"Cell division cycle 34, ubiqiutin conjugating enzyme",Cdc34,53736000,50822000,49800800,56636400,49473100,36345400,56660700,43583300,49903600,49189200
A0A8I6AJT8,A0A8I6AJT8_RAT,LIM and calponin homology domains 1,Limch1,42699000,44465800,34376100,33690600,34629200,27445900,35069400,25361000,32989500,37124500
A0A8I6AK15,A0A8I6AK15_RAT,Malic enzyme,Me3,77901000,59417100,70312600,70300700,56080900,56312400,66221300,70717300,57787900,62294300
A0A8I6AK43,A0A8I6AK43_RAT,inorganic diphosphatase,Ppa2,35924100,39430100,38264000,40608400,37776200,25202100,35879600,31045200,34877300,31169000
A0A8I6AK45,A0A8I6AK45_RAT,Mitochondrial carrier 2,Mtch2,113511000,118319000,122886000,140180000,134049000,98406600,132371000,108330000,122835000,113621000
A0A8I6AKB0,A0A8I6AKB0_RAT,Acetylserotonin O-methyltransferase-like,Asmtl,15765600,20955300,25435000,17881300,27116100,15658900,18352000,17074500,18689500,20135200
A0A8I6AKH5,A0A8I6AKH5_RAT,Ig-like domain-containing protein,ENSRNOG00000063713,,,,,,,,6591280,,
A0A8I6AKK1,A0A8I6AKK1_RAT,40S ribosomal protein S12,Rps12l9,46468100,45996700,42517700,42364400,37636900,26075000,42883400,33463200,37039200,38984000
A0A8I6AKK7,A0A8I6AKK7_RAT,"Phosphatidylinositol transfer protein, cytoplasmic 1",Pitpnc1,20516600,21996500,22379800,35111500,29331900,24346600,38273200,20880200,26289700,27214100
A0A8I6AKP6,A0A8I6AKP6_RAT,Ring finger protein 213,Rnf213,10220500,9869060,11361300,13129300,12863400,7864800,13784900,11464500,11518400,10345400
A0A8I6AKR4,A0A8I6AKR4_RAT,Adaptor related protein complex 3 subunit sigma 1,Ap3s1,25162100,29116800,28107700,31494400,21976800,18717800,32335100,20379300,27358100,27555700
A0A8I6AKV2,A0A8I6AKV2_RAT,Tumor protein p53 binding protein 1,Tp53bp1,22738900,24117700,24440700,22915500,22204000,16693700,21351100,21867400,20114600,17080500
A0A8I6AKY1,A0A8I6AKY1_RAT,Pleckstrin homology domain containing A6,Plekha6,7603680,7648580,6773200,7416100,6934800,7162560,7176550,6156920,6435610,6680290
A0A8I6AL43,A0A8I6AL43_RAT,Arginyl-tRNA--protein transferase 1,Ate1,3766110,4628810,4349270,4169290,3467420,3419530,4343550,3535730,3620300,3456260
A0A8I6AL56,A0A8I6AL56_RAT,YTH domain-containing family protein,Ythdf1,4699190,4718090,4638130,4618170,4690120,3828800,4567710,3927100,3776850,5097290
A0A8I6AL64;F1LNW1,A0A8I6AL64_RAT;F1LNW1_RAT,Recombination signal binding protein for immunoglobulin kappa J region,Rbpj,,2840390,3471260,3591060,3439990,5833580,3949430,3436470,,3544900
A0A8I6AL79,A0A8I6AL79_RAT,Rho GTPase-activating protein 26,Arhgap26,5798010,5866460,6185450,6455150,5719810,3717960,6574410,5850790,6086460,6451710
A0A8I6AL84,A0A8I6AL84_RAT,KN motif and ankyrin repeat domains 1,Kank1,6732220,6377730,7193270,7455030,5787170,5460270,7896640,6307880,5767640,7494320
A0A8I6ALB1,A0A8I6ALB1_RAT,Cytoskeleton associated protein 5,Ckap5,56852300,55060000,58386300,57612700,57465300,45263900,58587400,47540900,57428700,53815400
A0A8I6ALC2,A0A8I6ALC2_RAT,"Bromodomain adjacent to zinc finger domain, 1B",Baz1b,22215400,,594728,,,16108200,,12980600,,
A0A8I6ALD4,A0A8I6ALD4_RAT,Tight junction protein 2,Tjp2,1092010000,1154980000,1077180000,1119080000,1026800000,791679000,1096260000,876316000,989272000,1073180000
A0A8I6ALJ4,A0A8I6ALJ4_RAT,Rho/Rac guanine nucleotide exchange factor 18,Arhgef18,20946400,19515600,23473200,23576000,24520400,15722200,22872000,17735400,21326000,20870300
A0A8I6ALM7,A0A8I6ALM7_RAT,UEV and lactate/malate dehyrogenase domains,Uevld,9315020,8458240,10275600,11889500,10893500,7738200,10396500,10277200,10294400,8910310
A0A8I6ALM9,A0A8I6ALM9_RAT,Protein tyrosine kinase 7,Ptk7,58747300,74839100,71411300,87181500,63419200,43928700,71775700,50322300,56413500,43072900
A0A8I6ALW8,A0A8I6ALW8_RAT,GTPase activating Rap/RanGAP domain-like 3,Garnl3,5612080,5011440,6065070,6925300,7509570,5797750,7885880,5592860,6569580,5014010
A0A8I6ALW9,A0A8I6ALW9_RAT,Ig-like domain-containing protein,ENSRNOG00000065952,4019780,,,4334810,,6370740,,17906300,4387320,
A0A8I6AM23,A0A8I6AM23_RAT,Tyrosine-protein kinase,Jak1,20042800,22299300,20670500,19406600,21985800,16367000,16759100,16532100,18590000,14049700
A0A8I6AM26,A0A8I6AM26_RAT,Arsenite-resistance protein 2,Srrt,10724300,10305800,7764890,9061250,8700360,10269500,9753380,8434710,8555960,7095880
A0A8I6AM38,A0A8I6AM38_RAT,IQ motif containing GTPase activating protein 2,Iqgap2,1887530,1575670,1578470,1999200,1420510,1541340,1736530,1712440,1462250,1077670
A0A8I6AM56,A0A8I6AM56_RAT,PTPRF interacting protein alpha 2,Ppfia2,42698700,42490400,37985200,34030500,31260700,29446800,31718800,27390400,33352700,34058300
A0A8I6AM63,A0A8I6AM63_RAT,Synaptotagmin-like 2,Sytl2,17850300,15974400,15286700,15093000,13541600,20236300,13279000,13978200,12159900,11232700
A0A8I6AMA2,A0A8I6AMA2_RAT,"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3",Spock3,16485800,13235900,12251100,12381900,8864280,9007130,11776100,11607300,15140300,11534700
A0A8I6AMK1,A0A8I6AMK1_RAT,3-dehydrosphinganine reductase,Kdsr,120452000,113200000,127781000,123392000,138659000,84387300,128687000,101877000,123604000,118183000
A0A8I6AML4,A0A8I6AML4_RAT,Galactocerebrosidase,Galc,57212700,62588000,61712100,67080100,66972000,48077700,61361500,53961100,62740300,63847900
A0A8I6AMQ5,A0A8I6AMQ5_RAT,Methylmalonyl CoA epimerase,Mcee,38027700,44200100,44979700,44296700,42760100,27550800,44885800,25443800,37746300,39190600
A0A8I6AMR3,A0A8I6AMR3_RAT,60S ribosomal protein L37,Rpl37-ps4,21260100,2049390,,,7349880,12281000,,17077100,,
A0A8I6AMS6,A0A8I6AMS6_RAT,RAN GTPase activating protein 1,Rangap1,174208000,179809000,186272000,183979000,169377000,172208000,193322000,162235000,165516000,168726000
A0A8I6AMT9,A0A8I6AMT9_RAT,DnaJ heat shock protein family (Hsp40) member C6,Dnajc6,174649000,176404000,170711000,180756000,184672000,135198000,181044000,156459000,173679000,162760000
A0A8I6AMY8,A0A8I6AMY8_RAT,"Eukaryotic translation initiation factor 4 gamma, 3",Eif4g3,12592700,13708800,13622400,14895600,14350300,10763600,13560800,10938200,13340000,14780900
A0A8I6AN95,A0A8I6AN95_RAT,Thrombospondin type 1 domain containing 4,Thsd4,,,,1739140,,3671530,,2257790,,
A0A8I6ANA5,A0A8I6ANA5_RAT,NAD(P)(+)--arginine ADP-ribosyltransferase,Art3,34845100,29051300,20827700,24056300,20590600,11556700,19759700,19879700,25758600,
A0A8I6ANB2,A0A8I6ANB2_RAT,PPFIA binding protein 1,Ppfibp1,157734000,188401000,154488000,181092000,168208000,192031000,132684000,98011500,113249000,132177000
A0A8I6ANC4,A0A8I6ANC4_RAT,Coronin,Coro1c,119512000,122868000,119969000,131769000,152118000,114055000,137723000,117208000,141087000,115103000
A0A8I6ANF5,A0A8I6ANF5_RAT,DNA fragmentation factor subunit alpha,Dffa,15819300,14287700,15654600,16948400,16596600,11210800,16573300,13911800,15623100,17174400
A0A8I6ANG1,A0A8I6ANG1_RAT,Ankyrin repeat and SOCS box-containing 6,Asb6,1859030,1845230,1560140,1716680,1716880,1508330,2011950,1641230,1703870,1768780
A0A8I6ANL9,A0A8I6ANL9_RAT,Cell division cycle 23,Cdc23,10674400,11941700,12736600,12587300,12517700,7811670,10694600,10415500,10660500,10398500
A0A8I6ANT5,A0A8I6ANT5_RAT,Translationally-controlled tumor protein,Tpt1-ps1,2598950,31392700,20838000,16767600,12390900,,24513800,11888800,16324900,25281900
A0A8I6ANU1,A0A8I6ANU1_RAT,Ig-like domain-containing protein,ENSRNOG00000068865,,,,,,,,39718700,,
A0A8I6ANY1,A0A8I6ANY1_RAT,Activating signal cointegrator 1 complex subunit 2,Ascc2,653452,599754,712962,1187340,,474790,,948795,,569912
A0A8I6AP41,A0A8I6AP41_RAT,Neurobeachin,Nbea,153520000,165218000,159985000,171336000,159495000,127750000,162861000,140291000,158389000,152083000
A0A8I6AP90,A0A8I6AP90_RAT,"Keratin, type II cytoskeletal 6A-like",LOC102553726,,,,,,,,,,2134460
A0A8I6AP98,A0A8I6AP98_RAT,Methyltransferase like 27,Mettl27,1748140,15113500,,,,6862200,11401800,7997380,11269100,17953600
A0A8I6APC8,A0A8I6APC8_RAT,Sorting nexin 10,Snx10,,10551800,7839980,11906900,,,6078100,4671110,5781570,
A0A8I6APD0,A0A8I6APD0_RAT,Rho GTPase activating protein 22,Arhgap22,563018,670783,810956,730677,,,,317131,421234,
A0A8I6APF3,A0A8I6APF3_RAT,Sad1 and UNC84 domain containing 1,Sun1,1995620,1672580,1582440,1880630,1976340,1013400,2059290,1284730,1681320,1304290
A0A8I6APK7,A0A8I6APK7_RAT,"Family with sequence similarity 114, member A2",Fam114a2,17236200,18239300,16311400,16838400,16691700,13932600,16298800,13246300,14821100,15030500
A0A8I6APM8,A0A8I6APM8_RAT,Nuclear receptor interacting protein 2,Nrip2,7654680,8903450,6382480,5715620,7725900,4379100,5178580,3263120,5243730,5915480
A0A8I6APP3,A0A8I6APP3_RAT,Pleckstrin homology domain containing O2,Plekho2,11276700,11342100,11517300,11974900,10300700,10951400,10520000,9467370,9401770,9846410
A0A8I6APQ3,A0A8I6APQ3_RAT,NFKB inhibitor interacting Ras-like 1,Nkiras1,4018230,4285040,3395930,4059250,4020500,2424980,3417980,3946740,3304800,3304040
A0A8I6AQ74,A0A8I6AQ74_RAT,Ig-like domain-containing protein,ENSRNOG00000064086,3572330,,,5311890,,11897100,2648200,27842100,4370080,1827050
A0A8I6AQA0,A0A8I6AQA0_RAT,Hook microtubule-tethering protein 3,Hook3,37700300,38665700,35366600,34934400,31348300,28038600,31663700,28653400,29958200,31941600
A0A8I6AQA1,A0A8I6AQA1_RAT,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",Arap1,5170580,5802460,5817520,6241080,6033910,5193630,6406670,4223680,5542580,4678390
A0A8I6AQA5,A0A8I6AQA5_RAT,Centrosomal protein 170B,Cep170b,30269700,29413100,24976100,23713300,21101300,19621800,23467800,17567900,29765600,12147000
A0A8I6AQB7,A0A8I6AQB7_RAT,Outer mitochondrial membrane lipid metabolism regulator OPA3,Opa3,21342600,21461600,24764800,33119800,31225400,18378700,31666300,23652100,27225100,23900700
A0A8I6AQD7,A0A8I6AQD7_RAT,Ig-like domain-containing protein,ENSRNOG00000064041,,,,1366720,,3030180,,6780690,1524770,
A0A8I6AQI9,A0A8I6AQI9_RAT,Elongation factor 1-alpha,AABR07021465.2,96780400,88367800,78106400,70215000,66736200,93140300,72997900,61735200,55949300,65826200
A0A8I6AQL7,A0A8I6AQL7_RAT,non-specific serine/threonine protein kinase,Nek9,7218320,7705530,9277720,9344250,9622510,6891110,9167150,7371590,8730870,8367160
A0A8I6AQQ3,A0A8I6AQQ3_RAT,CRACD like,Cracdl,,,5763070,,4725800,,,3299050,,5883870
A0A8I6AQR3,A0A8I6AQR3_RAT,Transmembrane protein 263,Tmem263,12983800,15676800,12128400,13717400,15711400,,13738600,8120740,12918900,14312100
A0A8I6AQW7,A0A8I6AQW7_RAT,Musashi RNA-binding protein 2,Msi2,20771900,24712400,25586200,24576100,20476500,19823200,20108700,16900500,17174600,19037300
A0A8I6AR12,A0A8I6AR12_RAT,T-complex protein 1 subunit eta,Cct7,197833000,197555000,203324000,211371000,194759000,160156000,216558000,175686000,201193000,187300000
A0A8I6AR22,A0A8I6AR22_RAT,Palmitoyltransferase,Zdhhc20,12328900,13467200,15894600,15224000,13275700,9686750,14196100,12928800,15153800,15072600
A0A8I6ARE9,A0A8I6ARE9_RAT,AP-1 complex subunit gamma,Ap1g1,34838600,35490800,38076400,41730200,40483100,29573100,41187900,35473900,37111200,37765900
A0A8I6ARH7,A0A8I6ARH7_RAT,Nuclear export mediator factor,Nemf,8820540,8678360,8502280,9775780,9392280,10501200,7634040,11436700,6689610,6478780
