Accession,Description,138,139,140,141,142,143,144,,,,,
,,SCI,SCI,SCI,SHAM,SHAM,SHAM,SHAM,,,,,
P56536,Kinesin heavy chain isoform 5C [OS=Rattus norvegicus],24672792.93,15773575.92,29652261.42,49853253.71,42813009.44,40323551.35,52440099.1,,,,,
Q29RW1,Myosin-4 [OS=Rattus norvegicus],210662350.3,34648010.31,546400304.4,301319453.7,245486933,16847477.91,3065182.902,,,,,
Q6P799,"Serine--tRNA ligase, cytoplasmic [OS=Rattus norvegicus]",15900577.4,6012012.14,21743237.9,26597782.06,13716119.16,25461155.32,29291006.82,,,,,
P18418,Calreticulin [OS=Rattus norvegicus],94294289.73,85865328.09,84854372.29,100046961.3,71566566.09,78970809.19,130072320,,,,,
P62815,"V-type proton ATPase subunit B, brain isoform [OS=Rattus norvegicus]",105407821.6,26883230.63,142337041.2,120492501.8,78777107.39,117684369.3,184346911,,,,,
Q64428,"Trifunctional enzyme subunit alpha, mitochondrial [OS=Rattus norvegicus]",66509966.06,19296118.39,108613992.1,94686977.94,66809399.18,90549796.56,127706385.4,,,,,
P31399,"ATP synthase subunit d, mitochondrial [OS=Rattus norvegicus]",7528310.028,6677160.755,6915404.154,7391661.063,4579820.029,4709742.547,5279307.529,,,,,
P10860,"Glutamate dehydrogenase 1, mitochondrial [OS=Rattus norvegicus]",301124518,144902835.7,345290498.3,399114983,164089779.8,286668177.7,506154727.4,,,,,
P61765,Syntaxin-binding protein 1 [OS=Rattus norvegicus],273589696.1,178054043.9,389159648.8,349545198.7,260212702.1,354300788,294552377.7,,,,,
P09951,Synapsin-1 [OS=Rattus norvegicus],74884610.86,37401980.77,154589689.6,142892074.1,115742357.5,146361298.7,277792371,,,,,
P62630,Elongation factor 1-alpha 1 [OS=Rattus norvegicus],172977144.1,65635062.77,260494595.7,245187647.1,268998625.7,194855829.2,444861305.7,,,,,
Q5RKI0,WD repeat-containing protein 1 [OS=Rattus norvegicus],33799900.71,17335801.48,39888420.24,51331264.63,40327535.34,35029891.94,72272387.92,,,,,
P85515,Alpha-centractin [OS=Rattus norvegicus],21733642.59,,24986707.51,28095014.57,17305671.01,29831930.35,46953869.38,,,,,
P39069,Adenylate kinase isoenzyme 1 [OS=Rattus norvegicus],5640187.944,,7447640.396,9130075.781,5209791.407,6781326.722,17827642.53,,,,,
P22062,Protein-L-isoaspartate(D-aspartate) O-methyltransferase [OS=Rattus norvegicus],6710792.71,3090029.558,3990755.677,6415873.469,2198220.235,2226374.358,12263930.84,,,,,
P56574,"Isocitrate dehydrogenase [NADP], mitochondrial [OS=Rattus norvegicus]",44100610.58,28432780.16,49546177.52,49733989.84,33100046.82,43343606.96,69339697.03,,,,,
B5DFN2,S-adenosylhomocysteine hydrolase-like protein 1 [OS=Rattus norvegicus],74768613.1,33446529.65,102801188.7,166008050.9,128137717.3,98501295.67,99224119.7,,,,,
P04462,Myosin-8 [OS=Rattus norvegicus],3077836.415,,15789008.63,5879366.875,2931259.872,461345.29,47803.41893,,,,,
Q68FS2,COP9 signalosome complex subunit 4 [OS=Rattus norvegicus],11787865.27,7160744.02,7657933.917,11978078.42,4312204.209,11252315.91,18693246.71,,,,,
P06685,Sodium/potassium-transporting ATPase subunit alpha-1 [OS=Rattus norvegicus],274691114.4,253035416.1,277040872.1,384515725.7,403619219.1,326297536.9,369244262.8,,,,,
Q07009,Calpain-2 catalytic subunit [OS=Rattus norvegicus],46342264.95,16222800.62,58405812.34,54388732.48,55061258.05,59496072.68,62020115.6,,,,,
Q9JHY2,Sideroflexin-3 [OS=Rattus norvegicus],8349429.529,2528862.503,11349314.87,12535300.63,10199252.95,10724963.27,8050105.662,,,,,
Q5BK63,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial [OS=Rattus norvegicus]",11268331.76,2025862.905,17347446.02,26035735.19,11899966.58,14775626.21,4525264.796,,,,,
O88600,Heat shock 70 kDa protein 4 [OS=Rattus norvegicus],91904760.89,19658640.65,112095219.3,129396683.7,120685689.9,137315375.8,250917492.5,,,,,
